,K,alpha,k,accuracy,precision,recall,n
52,5.0,20.0,1.0,0.1,0.011111111111111112,0.1111111111111111,50.0
53,5.0,20.0,2.0,0.1,0.011111111111111112,0.1111111111111111,50.0
54,5.0,20.0,3.0,0.1,0.011111111111111112,0.1111111111111111,50.0
55,5.0,20.0,4.0,0.1,0.011111111111111112,0.1111111111111111,50.0
56,5.0,20.0,5.0,0.1,0.011111111111111112,0.1111111111111111,50.0
57,5.0,20.0,6.0,0.1,0.011111111111111112,0.1111111111111111,50.0
58,5.0,20.0,7.0,0.1,0.011111111111111112,0.1111111111111111,50.0
59,5.0,20.0,8.0,0.1,0.011111111111111112,0.1111111111111111,50.0
60,5.0,20.0,9.0,0.1,0.011111111111111112,0.1111111111111111,50.0
61,5.0,20.0,10.0,0.1,0.011111111111111112,0.1111111111111111,50.0
62,5.0,20.0,11.0,0.1,0.011111111111111112,0.1111111111111111,50.0
63,5.0,20.0,12.0,0.1,0.011111111111111112,0.1111111111111111,50.0
64,5.0,20.0,13.0,0.1,0.011111111111111112,0.1111111111111111,50.0
65,5.0,20.0,14.0,0.1,0.011111111111111112,0.1111111111111111,50.0
66,5.0,20.0,15.0,0.1,0.011111111111111112,0.1111111111111111,50.0
67,5.0,20.0,16.0,0.1,0.011111111111111112,0.1111111111111111,50.0
68,5.0,20.0,17.0,0.1,0.011111111111111112,0.1111111111111111,50.0
69,5.0,20.0,18.0,0.1,0.011111111111111112,0.1111111111111111,50.0
70,5.0,20.0,19.0,0.1,0.011111111111111112,0.1111111111111111,50.0
71,5.0,20.0,20.0,0.1,0.011111111111111112,0.1111111111111111,50.0
72,5.0,20.0,21.0,0.1,0.011111111111111112,0.1111111111111111,50.0
73,5.0,20.0,22.0,0.1,0.011111111111111112,0.1111111111111111,50.0
74,5.0,20.0,23.0,0.1,0.011111111111111112,0.1111111111111111,50.0
75,5.0,20.0,24.0,0.1,0.011111111111111112,0.1111111111111111,50.0
76,5.0,20.0,25.0,0.1,0.011111111111111112,0.1111111111111111,50.0
77,5.0,20.0,50.0,0.2,0.022222222222222223,0.1111111111111111,50.0
78,5.0,20.0,1.0,0.2,0.022222222222222223,0.1111111111111111,50.0
79,5.0,20.0,2.0,0.2,0.022222222222222223,0.1111111111111111,50.0
80,5.0,20.0,3.0,0.1,0.011111111111111112,0.1111111111111111,50.0
81,5.0,20.0,4.0,0.2,0.022222222222222223,0.1111111111111111,50.0
82,5.0,20.0,5.0,0.1,0.011111111111111112,0.1111111111111111,50.0
83,5.0,20.0,6.0,0.1,0.011111111111111112,0.1111111111111111,50.0
84,5.0,20.0,7.0,0.1,0.011111111111111112,0.1111111111111111,50.0
85,5.0,20.0,8.0,0.1,0.011111111111111112,0.1111111111111111,50.0
86,5.0,20.0,9.0,0.1,0.011111111111111112,0.1111111111111111,50.0
87,5.0,20.0,10.0,0.1,0.011111111111111112,0.1111111111111111,50.0
88,5.0,20.0,11.0,0.1,0.011111111111111112,0.1111111111111111,50.0
89,5.0,20.0,12.0,0.1,0.011111111111111112,0.1111111111111111,50.0
90,5.0,20.0,13.0,0.1,0.011111111111111112,0.1111111111111111,50.0
91,5.0,20.0,14.0,0.1,0.011111111111111112,0.1111111111111111,50.0
92,5.0,20.0,15.0,0.1,0.011111111111111112,0.1111111111111111,50.0
93,5.0,20.0,16.0,0.1,0.011111111111111112,0.1111111111111111,50.0
94,5.0,20.0,17.0,0.1,0.011111111111111112,0.1111111111111111,50.0
95,5.0,20.0,18.0,0.1,0.011111111111111112,0.1111111111111111,50.0
96,5.0,20.0,19.0,0.1,0.011111111111111112,0.1111111111111111,50.0
97,5.0,20.0,20.0,0.1,0.011111111111111112,0.1111111111111111,50.0
98,5.0,20.0,21.0,0.1,0.011111111111111112,0.1111111111111111,50.0
99,5.0,20.0,22.0,0.1,0.011111111111111112,0.1111111111111111,50.0
100,5.0,20.0,23.0,0.1,0.011111111111111112,0.1111111111111111,50.0
101,5.0,20.0,24.0,0.1,0.011111111111111112,0.1111111111111111,50.0
102,5.0,20.0,25.0,0.1,0.011111111111111112,0.1111111111111111,50.0
103,5.0,20.0,50.0,0.1,0.011111111111111112,0.1111111111111111,50.0
104,5.0,20.0,1.0,0.1,0.011111111111111112,0.1111111111111111,50.0
105,5.0,20.0,2.0,0.1,0.011111111111111112,0.1111111111111111,50.0
106,5.0,20.0,3.0,0.1,0.011111111111111112,0.1111111111111111,50.0
107,5.0,20.0,4.0,0.1,0.011111111111111112,0.1111111111111111,50.0
108,5.0,20.0,5.0,0.1,0.011111111111111112,0.1111111111111111,50.0
109,5.0,20.0,6.0,0.1,0.011111111111111112,0.1111111111111111,50.0
110,5.0,20.0,7.0,0.1,0.011111111111111112,0.1111111111111111,50.0
111,5.0,20.0,8.0,0.1,0.011111111111111112,0.1111111111111111,50.0
112,5.0,20.0,9.0,0.1,0.011111111111111112,0.1111111111111111,50.0
113,5.0,20.0,10.0,0.1,0.011111111111111112,0.1111111111111111,50.0
114,5.0,20.0,11.0,0.1,0.011111111111111112,0.1111111111111111,50.0
115,5.0,20.0,12.0,0.1,0.011111111111111112,0.1111111111111111,50.0
116,5.0,20.0,13.0,0.1,0.011111111111111112,0.1111111111111111,50.0
117,5.0,20.0,14.0,0.1,0.011111111111111112,0.1111111111111111,50.0
118,5.0,20.0,15.0,0.1,0.011111111111111112,0.1111111111111111,50.0
119,5.0,20.0,16.0,0.1,0.011111111111111112,0.1111111111111111,50.0
120,5.0,20.0,17.0,0.1,0.011111111111111112,0.1111111111111111,50.0
121,5.0,20.0,18.0,0.1,0.011111111111111112,0.1111111111111111,50.0
122,5.0,20.0,19.0,0.1,0.011111111111111112,0.1111111111111111,50.0
123,5.0,20.0,20.0,0.1,0.011111111111111112,0.1111111111111111,50.0
124,5.0,20.0,21.0,0.1,0.011111111111111112,0.1111111111111111,50.0
125,5.0,20.0,22.0,0.1,0.011111111111111112,0.1111111111111111,50.0
126,5.0,20.0,23.0,0.1,0.011111111111111112,0.1111111111111111,50.0
127,5.0,20.0,24.0,0.1,0.011111111111111112,0.1111111111111111,50.0
128,5.0,20.0,25.0,0.1,0.011111111111111112,0.1111111111111111,50.0
129,5.0,20.0,50.0,0.1,0.011111111111111112,0.1111111111111111,50.0
130,5.0,20.0,1.0,0.26666666666666666,0.3892857142857143,0.25,150.0
131,5.0,20.0,2.0,0.16666666666666666,0.16363636363636364,0.14166666666666666,150.0
132,5.0,20.0,3.0,0.13333333333333333,0.15869565217391304,0.11666666666666665,150.0
133,5.0,20.0,4.0,0.16666666666666666,0.19242424242424244,0.15,150.0
134,5.0,20.0,5.0,0.2,0.18541666666666665,0.19166666666666665,150.0
135,5.0,20.0,6.0,0.06666666666666667,0.05476190476190477,0.05833333333333333,150.0
136,5.0,20.0,7.0,0.13333333333333333,0.07666666666666666,0.10833333333333332,150.0
137,5.0,20.0,8.0,0.13333333333333333,0.07666666666666666,0.10833333333333332,150.0
138,5.0,20.0,9.0,0.13333333333333333,0.07666666666666666,0.10833333333333332,150.0
139,5.0,20.0,10.0,0.16666666666666666,0.11000000000000001,0.14166666666666666,150.0
140,5.0,20.0,11.0,0.16666666666666666,0.09,0.15833333333333333,150.0
141,5.0,20.0,12.0,0.16666666666666666,0.09,0.15833333333333333,150.0
142,5.0,20.0,13.0,0.16666666666666666,0.13999999999999999,0.15833333333333333,150.0
143,5.0,20.0,14.0,0.23333333333333334,0.16041666666666665,0.225,150.0
144,5.0,20.0,15.0,0.2,0.17598039215686273,0.19166666666666665,150.0
145,5.0,20.0,16.0,0.2,0.12598039215686274,0.19166666666666665,150.0
146,5.0,20.0,17.0,0.16666666666666666,0.14912280701754385,0.15833333333333333,150.0
147,5.0,20.0,18.0,0.16666666666666666,0.21578947368421053,0.15833333333333333,150.0
148,5.0,20.0,19.0,0.16666666666666666,0.11666666666666667,0.15833333333333333,150.0
149,5.0,20.0,20.0,0.16666666666666666,0.11578947368421053,0.15833333333333333,150.0
150,5.0,20.0,21.0,0.16666666666666666,0.11363636363636362,0.15833333333333333,150.0
151,5.0,20.0,22.0,0.13333333333333333,0.04,0.13333333333333333,150.0
152,5.0,20.0,23.0,0.16666666666666666,0.09912280701754386,0.16666666666666666,150.0
153,5.0,20.0,24.0,0.1,0.043333333333333335,0.08333333333333333,150.0
154,5.0,20.0,25.0,0.16666666666666666,0.09833333333333333,0.16666666666666666,150.0
155,5.0,20.0,50.0,0.13333333333333333,0.06428571428571428,0.13333333333333333,150.0
156,5.0,20.0,100.0,0.13333333333333333,0.013333333333333332,0.1,150.0
157,5.0,20.0,150.0,0.13333333333333333,0.013333333333333332,0.1,150.0
158,5.0,20.0,1.0,0.23333333333333334,0.2178571428571429,0.20833333333333331,150.0
159,5.0,20.0,2.0,0.23333333333333334,0.2791666666666667,0.20833333333333331,150.0
160,5.0,20.0,3.0,0.23333333333333334,0.3153846153846154,0.20833333333333331,150.0
161,5.0,20.0,4.0,0.2,0.262,0.18333333333333332,150.0
162,5.0,20.0,5.0,0.23333333333333334,0.2690909090909091,0.20833333333333331,150.0
163,5.0,20.0,6.0,0.2,0.263859649122807,0.2333333333333333,150.0
164,5.0,20.0,7.0,0.16666666666666666,0.2375,0.15833333333333333,150.0
165,5.0,20.0,8.0,0.13333333333333333,0.22857142857142856,0.13333333333333333,150.0
166,5.0,20.0,9.0,0.13333333333333333,0.13333333333333333,0.10833333333333332,150.0
167,5.0,20.0,10.0,0.13333333333333333,0.22857142857142856,0.13333333333333333,150.0
168,5.0,20.0,11.0,0.16666666666666666,0.16052631578947368,0.18333333333333332,150.0
169,5.0,20.0,12.0,0.2,0.17243107769423557,0.20833333333333331,150.0
170,5.0,20.0,13.0,0.13333333333333333,0.13333333333333333,0.10833333333333332,150.0
171,5.0,20.0,14.0,0.16666666666666666,0.13552631578947366,0.18333333333333332,150.0
172,5.0,20.0,15.0,0.23333333333333334,0.24436090225563908,0.2333333333333333,150.0
173,5.0,20.0,16.0,0.2,0.23166666666666663,0.20833333333333331,150.0
174,5.0,20.0,17.0,0.26666666666666666,0.25785714285714284,0.2583333333333333,150.0
175,5.0,20.0,18.0,0.26666666666666666,0.16285714285714287,0.20833333333333331,150.0
176,5.0,20.0,19.0,0.2,0.14285714285714285,0.18333333333333332,150.0
177,5.0,20.0,20.0,0.2,0.14833333333333332,0.18333333333333332,150.0
178,5.0,20.0,21.0,0.2,0.15363636363636363,0.18333333333333332,150.0
179,5.0,20.0,22.0,0.2,0.10428571428571429,0.175,150.0
180,5.0,20.0,23.0,0.16666666666666666,0.04912280701754386,0.15,150.0
181,5.0,20.0,24.0,0.13333333333333333,0.14285714285714285,0.10833333333333332,150.0
182,5.0,20.0,25.0,0.1,0.12121212121212122,0.08333333333333333,150.0
183,5.0,20.0,50.0,0.1,0.014285714285714285,0.1,150.0
184,5.0,20.0,100.0,0.13333333333333333,0.013333333333333332,0.1,150.0
185,5.0,20.0,150.0,0.13333333333333333,0.013333333333333332,0.1,150.0
186,5.0,20.0,1.0,0.2,0.14509803921568626,0.20833333333333331,150.0
187,5.0,20.0,2.0,0.2,0.17196969696969694,0.20833333333333331,150.0
188,5.0,20.0,3.0,0.13333333333333333,0.04242424242424242,0.16666666666666666,150.0
189,5.0,20.0,4.0,0.16666666666666666,0.11200000000000002,0.18333333333333332,150.0
190,5.0,20.0,5.0,0.2,0.14220779220779217,0.21666666666666665,150.0
191,5.0,20.0,6.0,0.1,0.1375,0.11666666666666665,150.0
192,5.0,20.0,7.0,0.16666666666666666,0.10105042016806723,0.14166666666666666,150.0
193,5.0,20.0,8.0,0.16666666666666666,0.08676470588235294,0.14166666666666666,150.0
194,5.0,20.0,9.0,0.1,0.03111111111111111,0.08333333333333333,150.0
195,5.0,20.0,10.0,0.06666666666666667,0.01111111111111111,0.05,150.0
196,5.0,20.0,11.0,0.06666666666666667,0.125,0.08333333333333333,150.0
197,5.0,20.0,12.0,0.0,0.0,0.0,150.0
198,5.0,20.0,13.0,0.16666666666666666,0.13611111111111113,0.18333333333333332,150.0
199,5.0,20.0,14.0,0.0,0.0,0.0,150.0
200,5.0,20.0,15.0,0.1,0.015789473684210527,0.1,150.0
201,5.0,20.0,16.0,0.1,0.016666666666666666,0.1,150.0
202,5.0,20.0,17.0,0.1,0.01764705882352941,0.1,150.0
203,5.0,20.0,18.0,0.1,0.014285714285714285,0.1,150.0
204,5.0,20.0,19.0,0.1,0.015,0.1,150.0
205,5.0,20.0,20.0,0.13333333333333333,0.05,0.125,150.0
206,5.0,20.0,21.0,0.1,0.016666666666666666,0.1,150.0
207,5.0,20.0,22.0,0.1,0.013636363636363636,0.1,150.0
208,5.0,20.0,23.0,0.16666666666666666,0.12222222222222223,0.15,150.0
209,5.0,20.0,24.0,0.06666666666666667,0.01,0.05,150.0
210,5.0,20.0,25.0,0.06666666666666667,0.01111111111111111,0.05,150.0
211,5.0,20.0,50.0,0.13333333333333333,0.01818181818181818,0.1,150.0
212,5.0,20.0,100.0,0.13333333333333333,0.013333333333333332,0.1,150.0
213,5.0,20.0,150.0,0.13333333333333333,0.013333333333333332,0.1,150.0
214,5.0,20.0,1.0,0.2,0.1976190476190476,0.19166666666666665,150.0
215,5.0,20.0,2.0,0.16666666666666666,0.14583333333333331,0.16666666666666666,150.0
216,5.0,20.0,3.0,0.16666666666666666,0.14583333333333331,0.16666666666666666,150.0
217,5.0,20.0,4.0,0.16666666666666666,0.14583333333333331,0.16666666666666666,150.0
218,5.0,20.0,5.0,0.16666666666666666,0.14583333333333331,0.16666666666666666,150.0
219,5.0,20.0,6.0,0.16666666666666666,0.16180555555555556,0.18333333333333332,150.0
220,5.0,20.0,7.0,0.16666666666666666,0.16180555555555556,0.18333333333333332,150.0
221,5.0,20.0,8.0,0.13333333333333333,0.15386904761904763,0.15,150.0
222,5.0,20.0,9.0,0.16666666666666666,0.17625,0.18333333333333332,150.0
223,5.0,20.0,10.0,0.13333333333333333,0.07588235294117647,0.15,150.0
224,5.0,20.0,11.0,0.13333333333333333,0.07625,0.15,150.0
225,5.0,20.0,12.0,0.13333333333333333,0.07847222222222222,0.15,150.0
226,5.0,20.0,13.0,0.16666666666666666,0.08068181818181819,0.14999999999999997,150.0
227,5.0,20.0,14.0,0.13333333333333333,0.07443181818181818,0.15,150.0
228,5.0,20.0,15.0,0.2,0.08875,0.2,150.0
229,5.0,20.0,16.0,0.13333333333333333,0.12588235294117647,0.15,150.0
230,5.0,20.0,17.0,0.13333333333333333,0.02986111111111111,0.13333333333333333,150.0
231,5.0,20.0,18.0,0.16666666666666666,0.035416666666666666,0.16666666666666666,150.0
232,5.0,20.0,19.0,0.16666666666666666,0.03431372549019608,0.16666666666666666,150.0
233,5.0,20.0,20.0,0.13333333333333333,0.027840909090909093,0.13333333333333333,150.0
234,5.0,20.0,21.0,0.16666666666666666,0.036931818181818184,0.16666666666666666,150.0
235,5.0,20.0,22.0,0.16666666666666666,0.03582887700534759,0.16666666666666666,150.0
236,5.0,20.0,23.0,0.16666666666666666,0.03888888888888888,0.16666666666666666,150.0
237,5.0,20.0,24.0,0.13333333333333333,0.029285714285714283,0.10833333333333332,150.0
238,5.0,20.0,25.0,0.13333333333333333,0.03875,0.13333333333333333,150.0
239,5.0,20.0,50.0,0.16666666666666666,0.09637681159420289,0.16666666666666666,150.0
240,5.0,20.0,100.0,0.16666666666666666,0.11666666666666667,0.13333333333333333,150.0
241,5.0,20.0,150.0,0.13333333333333333,0.013333333333333332,0.1,150.0
242,5.0,20.0,1.0,0.3,0.29912280701754385,0.31666666666666665,150.0
243,5.0,20.0,2.0,0.2,0.21578947368421053,0.21666666666666665,150.0
244,5.0,20.0,3.0,0.23333333333333334,0.24078947368421053,0.24166666666666664,150.0
245,5.0,20.0,4.0,0.2,0.12105263157894737,0.18333333333333332,150.0
246,5.0,20.0,5.0,0.23333333333333334,0.1043859649122807,0.225,150.0
247,5.0,20.0,6.0,0.16666666666666666,0.14912280701754385,0.18333333333333332,150.0
248,5.0,20.0,7.0,0.2,0.16499999999999998,0.2333333333333333,150.0
249,5.0,20.0,8.0,0.23333333333333334,0.18245614035087718,0.26666666666666666,150.0
250,5.0,20.0,9.0,0.16666666666666666,0.08,0.18333333333333332,150.0
251,5.0,20.0,10.0,0.13333333333333333,0.05761904761904761,0.13333333333333333,150.0
252,5.0,20.0,11.0,0.13333333333333333,0.15952380952380954,0.13333333333333333,150.0
253,5.0,20.0,12.0,0.1,0.155,0.13333333333333333,150.0
254,5.0,20.0,13.0,0.23333333333333334,0.23428571428571426,0.2,150.0
255,5.0,20.0,14.0,0.16666666666666666,0.12,0.13333333333333333,150.0
256,5.0,20.0,15.0,0.2,0.1325,0.16666666666666666,150.0
257,5.0,20.0,16.0,0.23333333333333334,0.18428571428571427,0.21666666666666665,150.0
258,5.0,20.0,17.0,0.23333333333333334,0.18428571428571427,0.21666666666666665,150.0
259,5.0,20.0,18.0,0.2,0.08249999999999999,0.18333333333333332,150.0
260,5.0,20.0,19.0,0.2,0.08249999999999999,0.18333333333333332,150.0
261,5.0,20.0,20.0,0.2,0.08249999999999999,0.18333333333333332,150.0
262,5.0,20.0,21.0,0.2,0.08249999999999999,0.18333333333333332,150.0
263,5.0,20.0,22.0,0.2,0.08249999999999999,0.18333333333333332,150.0
264,5.0,20.0,23.0,0.1,0.015,0.1,150.0
265,5.0,20.0,24.0,0.1,0.015,0.1,150.0
266,5.0,20.0,25.0,0.13333333333333333,0.02,0.1,150.0
267,5.0,20.0,50.0,0.1,0.015,0.1,150.0
268,5.0,20.0,100.0,0.1,0.01111111111111111,0.075,150.0
269,5.0,20.0,150.0,0.13333333333333333,0.013333333333333332,0.1,150.0
270,5.0,20.0,1.0,0.6,0.5603571428571429,0.6,250.0
271,5.0,20.0,2.0,0.6,0.6743650793650794,0.5900000000000001,250.0
272,5.0,20.0,3.0,0.58,0.5307936507936508,0.5650000000000001,250.0
273,5.0,20.0,4.0,0.6,0.5769047619047619,0.5900000000000001,250.0
274,5.0,20.0,5.0,0.6,0.5896031746031747,0.5816666666666667,250.0
275,5.0,20.0,6.0,0.62,0.5749206349206349,0.5966666666666667,250.0
276,5.0,20.0,7.0,0.64,0.6128354978354978,0.6133333333333333,250.0
277,5.0,20.0,8.0,0.58,0.4991758241758242,0.5483333333333332,250.0
278,5.0,20.0,9.0,0.58,0.5472222222222222,0.5433333333333333,250.0
279,5.0,20.0,10.0,0.6,0.5544444444444444,0.5716666666666667,250.0
280,5.0,20.0,11.0,0.62,0.5555555555555556,0.5883333333333333,250.0
281,5.0,20.0,12.0,0.6,0.5155555555555555,0.5683333333333334,250.0
282,5.0,20.0,13.0,0.6,0.5055555555555555,0.5683333333333334,250.0
283,5.0,20.0,14.0,0.58,0.48809523809523814,0.5516666666666667,250.0
284,5.0,20.0,15.0,0.64,0.6058333333333333,0.6133333333333333,250.0
285,5.0,20.0,16.0,0.6,0.5404761904761904,0.5766666666666667,250.0
286,5.0,20.0,17.0,0.62,0.5442640692640692,0.6016666666666667,250.0
287,5.0,20.0,18.0,0.58,0.5119047619047619,0.5599999999999999,250.0
288,5.0,20.0,19.0,0.58,0.4792063492063492,0.5599999999999999,250.0
289,5.0,20.0,20.0,0.6,0.5244444444444444,0.585,250.0
290,5.0,20.0,21.0,0.6,0.5244444444444444,0.585,250.0
291,5.0,20.0,22.0,0.56,0.4567063492063492,0.54,250.0
292,5.0,20.0,23.0,0.54,0.4477777777777778,0.5233333333333333,250.0
293,5.0,20.0,24.0,0.56,0.4567063492063492,0.54,250.0
294,5.0,20.0,25.0,0.56,0.4620634920634921,0.54,250.0
295,5.0,20.0,50.0,0.46,0.3851282051282051,0.45,250.0
296,5.0,20.0,100.0,0.18,0.16819356082513975,0.18166666666666667,250.0
297,5.0,20.0,150.0,0.16,0.1178030303030303,0.13999999999999999,250.0
298,5.0,20.0,200.0,0.12,0.012,0.1,250.0
299,5.0,20.0,250.0,0.12,0.012,0.1,250.0
300,5.0,20.0,1.0,0.5,0.4620238095238095,0.4966666666666667,250.0
301,5.0,20.0,2.0,0.5,0.575,0.48166666666666674,250.0
302,5.0,20.0,3.0,0.5,0.4708333333333333,0.4833333333333333,250.0
303,5.0,20.0,4.0,0.56,0.5742857142857144,0.545,250.0
304,5.0,20.0,5.0,0.52,0.5310714285714285,0.5066666666666666,250.0
305,5.0,20.0,6.0,0.5,0.47333333333333333,0.4783333333333334,250.0
306,5.0,20.0,7.0,0.46,0.4788095238095238,0.44333333333333336,250.0
307,5.0,20.0,8.0,0.46,0.4683333333333334,0.45666666666666667,250.0
308,5.0,20.0,9.0,0.42,0.3617460317460317,0.41,250.0
309,5.0,20.0,10.0,0.4,0.3492207792207792,0.38999999999999996,250.0
310,5.0,20.0,11.0,0.4,0.34255411255411256,0.38999999999999996,250.0
311,5.0,20.0,12.0,0.38,0.3222510822510823,0.36999999999999994,250.0
312,5.0,20.0,13.0,0.42,0.45083333333333336,0.4149999999999999,250.0
313,5.0,20.0,14.0,0.4,0.33444444444444443,0.38999999999999996,250.0
314,5.0,20.0,15.0,0.4,0.42750000000000005,0.39499999999999996,250.0
315,5.0,20.0,16.0,0.38,0.3241666666666666,0.37,250.0
316,5.0,20.0,17.0,0.38,0.3063492063492063,0.37333333333333335,250.0
317,5.0,20.0,18.0,0.42,0.4801587301587301,0.41500000000000004,250.0
318,5.0,20.0,19.0,0.42,0.4801587301587301,0.41500000000000004,250.0
319,5.0,20.0,20.0,0.4,0.4406493506493506,0.39,250.0
320,5.0,20.0,21.0,0.36,0.4161904761904761,0.35,250.0
321,5.0,20.0,22.0,0.36,0.32452380952380955,0.35,250.0
322,5.0,20.0,23.0,0.38,0.46969780219780216,0.37333333333333335,250.0
323,5.0,20.0,24.0,0.32,0.2505952380952381,0.31666666666666665,250.0
324,5.0,20.0,25.0,0.32,0.30227272727272725,0.31666666666666665,250.0
325,5.0,20.0,50.0,0.28,0.18892857142857142,0.275,250.0
326,5.0,20.0,100.0,0.14,0.18666666666666668,0.14666666666666667,250.0
327,5.0,20.0,150.0,0.2,0.1456582633053221,0.16999999999999998,250.0
328,5.0,20.0,200.0,0.12,0.012,0.1,250.0
329,5.0,20.0,250.0,0.12,0.012,0.1,250.0
330,5.0,20.0,1.0,0.58,0.5922619047619049,0.5666666666666667,250.0
331,5.0,20.0,2.0,0.42,0.4634199134199134,0.4033333333333333,250.0
332,5.0,20.0,3.0,0.46,0.4135714285714286,0.43166666666666664,250.0
333,5.0,20.0,4.0,0.5,0.516904761904762,0.4766666666666667,250.0
334,5.0,20.0,5.0,0.46,0.42976190476190473,0.4366666666666667,250.0
335,5.0,20.0,6.0,0.5,0.5325,0.4716666666666667,250.0
336,5.0,20.0,7.0,0.48,0.4330952380952381,0.4466666666666666,250.0
337,5.0,20.0,8.0,0.42,0.39666666666666667,0.38999999999999996,250.0
338,5.0,20.0,9.0,0.38,0.3269444444444444,0.3533333333333334,250.0
339,5.0,20.0,10.0,0.4,0.3155555555555556,0.3733333333333334,250.0
340,5.0,20.0,11.0,0.4,0.3105952380952381,0.37,250.0
341,5.0,20.0,12.0,0.4,0.33819264069264066,0.37,250.0
342,5.0,20.0,13.0,0.4,0.3175,0.3733333333333334,250.0
343,5.0,20.0,14.0,0.42,0.32623931623931623,0.39333333333333337,250.0
344,5.0,20.0,15.0,0.4,0.3142948717948718,0.3733333333333334,250.0
345,5.0,20.0,16.0,0.38,0.3208333333333333,0.3566666666666667,250.0
346,5.0,20.0,17.0,0.4,0.33290598290598294,0.37666666666666665,250.0
347,5.0,20.0,18.0,0.4,0.3227777777777778,0.37666666666666665,250.0
348,5.0,20.0,19.0,0.36,0.2965873015873016,0.34,250.0
349,5.0,20.0,20.0,0.38,0.31658730158730164,0.35666666666666663,250.0
350,5.0,20.0,21.0,0.36,0.2965873015873016,0.34,250.0
351,5.0,20.0,22.0,0.36,0.29714285714285715,0.34,250.0
352,5.0,20.0,23.0,0.36,0.29714285714285715,0.34,250.0
353,5.0,20.0,24.0,0.36,0.29714285714285715,0.34,250.0
354,5.0,20.0,25.0,0.36,0.2992063492063492,0.34,250.0
355,5.0,20.0,50.0,0.22,0.13033834586466167,0.2066666666666667,250.0
356,5.0,20.0,100.0,0.12,0.11764705882352941,0.12000000000000002,250.0
357,5.0,20.0,150.0,0.12,0.0419047619047619,0.10666666666666666,250.0
358,5.0,20.0,200.0,0.1,0.01,0.1,250.0
359,5.0,20.0,250.0,0.1,0.01,0.1,250.0
360,5.0,20.0,1.0,0.46,0.5033333333333333,0.45499999999999996,250.0
