,K,alpha,k,accuracy,precision,recall,n
361,5.0,20.0,2.0,0.44,0.47738095238095235,0.4333333333333334,250.0
362,5.0,20.0,3.0,0.42,0.46545454545454545,0.4116666666666666,250.0
363,5.0,20.0,4.0,0.46,0.4713997113997114,0.45499999999999996,250.0
364,5.0,20.0,5.0,0.44,0.4239285714285714,0.43,250.0
365,5.0,20.0,6.0,0.4,0.4124675324675325,0.39333333333333337,250.0
366,5.0,20.0,7.0,0.44,0.4247435897435897,0.43,250.0
367,5.0,20.0,8.0,0.42,0.4545238095238096,0.4183333333333333,250.0
368,5.0,20.0,9.0,0.42,0.4599206349206349,0.4216666666666667,250.0
369,5.0,20.0,10.0,0.46,0.4290584415584416,0.45,250.0
370,5.0,20.0,11.0,0.44,0.4217857142857143,0.4333333333333333,250.0
371,5.0,20.0,12.0,0.4,0.3856818181818181,0.39333333333333337,250.0
372,5.0,20.0,13.0,0.4,0.38333333333333336,0.39333333333333337,250.0
373,5.0,20.0,14.0,0.4,0.366547619047619,0.39,250.0
374,5.0,20.0,15.0,0.4,0.36738095238095236,0.38666666666666666,250.0
375,5.0,20.0,16.0,0.38,0.37303030303030305,0.36666666666666664,250.0
376,5.0,20.0,17.0,0.34,0.36818181818181817,0.3333333333333333,250.0
377,5.0,20.0,18.0,0.3,0.22722222222222221,0.29333333333333333,250.0
378,5.0,20.0,19.0,0.38,0.3808080808080808,0.36666666666666664,250.0
379,5.0,20.0,20.0,0.4,0.3700865800865801,0.38666666666666666,250.0
380,5.0,20.0,21.0,0.36,0.3447893772893772,0.35,250.0
381,5.0,20.0,22.0,0.34,0.3287179487179487,0.33333333333333337,250.0
382,5.0,20.0,23.0,0.36,0.33568181818181814,0.35,250.0
383,5.0,20.0,24.0,0.38,0.34607142857142853,0.37,250.0
384,5.0,20.0,25.0,0.38,0.3596103896103896,0.37,250.0
385,5.0,20.0,50.0,0.3,0.3038461538461538,0.29333333333333333,250.0
386,5.0,20.0,100.0,0.16,0.11541666666666665,0.15666666666666668,250.0
387,5.0,20.0,150.0,0.1,0.06025641025641025,0.1,250.0
388,5.0,20.0,200.0,0.12,0.012,0.1,250.0
389,5.0,20.0,250.0,0.12,0.012,0.1,250.0
390,5.0,20.0,1.0,0.46,0.44976190476190475,0.45166666666666666,250.0
391,5.0,20.0,2.0,0.46,0.5087878787878788,0.4416666666666667,250.0
392,5.0,20.0,3.0,0.44,0.5013636363636363,0.43,250.0
393,5.0,20.0,4.0,0.46,0.5216666666666667,0.4533333333333333,250.0
394,5.0,20.0,5.0,0.44,0.45666666666666667,0.42833333333333334,250.0
395,5.0,20.0,6.0,0.4,0.43357142857142855,0.3916666666666667,250.0
396,5.0,20.0,7.0,0.4,0.41309523809523807,0.3916666666666667,250.0
397,5.0,20.0,8.0,0.34,0.2833333333333333,0.32333333333333336,250.0
398,5.0,20.0,9.0,0.4,0.38376623376623376,0.3816666666666667,250.0
399,5.0,20.0,10.0,0.34,0.2535714285714286,0.32333333333333336,250.0
400,5.0,20.0,11.0,0.36,0.2670238095238095,0.3433333333333333,250.0
401,5.0,20.0,12.0,0.4,0.38976190476190475,0.3883333333333333,250.0
402,5.0,20.0,13.0,0.4,0.335297619047619,0.38,250.0
403,5.0,20.0,14.0,0.32,0.23972222222222223,0.30333333333333334,250.0
404,5.0,20.0,15.0,0.32,0.20892857142857144,0.30333333333333334,250.0
405,5.0,20.0,16.0,0.3,0.1926190476190476,0.2833333333333333,250.0
406,5.0,20.0,17.0,0.34,0.21369047619047618,0.32,250.0
407,5.0,20.0,18.0,0.3,0.1784593837535014,0.27999999999999997,250.0
408,5.0,20.0,19.0,0.38,0.3692927170868347,0.37,250.0
409,5.0,20.0,20.0,0.4,0.43624999999999997,0.38666666666666666,250.0
410,5.0,20.0,21.0,0.4,0.43624999999999997,0.38666666666666666,250.0
411,5.0,20.0,22.0,0.42,0.41572128851540613,0.40666666666666673,250.0
412,5.0,20.0,23.0,0.42,0.4294444444444444,0.40666666666666673,250.0
413,5.0,20.0,24.0,0.38,0.3638888888888888,0.3616666666666667,250.0
414,5.0,20.0,25.0,0.38,0.36674603174603176,0.3616666666666667,250.0
415,5.0,20.0,50.0,0.36,0.23648809523809522,0.3383333333333333,250.0
416,5.0,20.0,100.0,0.18,0.1419047619047619,0.16333333333333333,250.0
417,5.0,20.0,150.0,0.18,0.11976190476190476,0.16666666666666669,250.0
418,5.0,20.0,200.0,0.12,0.012,0.1,250.0
419,5.0,20.0,250.0,0.12,0.012,0.1,250.0
420,5.0,20.0,1.0,0.6571428571428571,0.6730555555555555,0.6667460317460318,350.0
421,5.0,20.0,2.0,0.5857142857142857,0.5942948717948717,0.5830555555555555,350.0
422,5.0,20.0,3.0,0.6142857142857143,0.6647727272727273,0.626468253968254,350.0
423,5.0,20.0,4.0,0.5857142857142857,0.6298124098124098,0.5955158730158729,350.0
424,5.0,20.0,5.0,0.6142857142857143,0.6277777777777778,0.611468253968254,350.0
425,5.0,20.0,6.0,0.6142857142857143,0.6469119769119768,0.6106349206349206,350.0
426,5.0,20.0,7.0,0.6142857142857143,0.6588528138528138,0.6120238095238094,350.0
427,5.0,20.0,8.0,0.6,0.5942063492063492,0.595952380952381,350.0
428,5.0,20.0,9.0,0.5857142857142857,0.5778144078144077,0.5848412698412699,350.0
429,5.0,20.0,10.0,0.5714285714285714,0.5591888666888667,0.5648412698412699,350.0
430,5.0,20.0,11.0,0.5714285714285714,0.5480777555777555,0.5648412698412699,350.0
431,5.0,20.0,12.0,0.5714285714285714,0.5852747252747253,0.5648412698412699,350.0
432,5.0,20.0,13.0,0.5857142857142857,0.5857478632478632,0.5716269841269841,350.0
433,5.0,20.0,14.0,0.5571428571428572,0.5479700854700854,0.5466269841269841,350.0
434,5.0,20.0,15.0,0.5571428571428572,0.5368006993006993,0.5448412698412699,350.0
435,5.0,20.0,16.0,0.5142857142857142,0.4782478632478632,0.5031746031746033,350.0
436,5.0,20.0,17.0,0.5285714285714286,0.5085256410256409,0.5156746031746032,350.0
437,5.0,20.0,18.0,0.5142857142857142,0.488525641025641,0.5031746031746033,350.0
438,5.0,20.0,19.0,0.5428571428571428,0.5335256410256409,0.5299603174603175,350.0
439,5.0,20.0,20.0,0.5142857142857142,0.488525641025641,0.5031746031746033,350.0
440,5.0,20.0,21.0,0.5285714285714286,0.5096794871794872,0.5156746031746032,350.0
441,5.0,20.0,22.0,0.5428571428571428,0.520989010989011,0.5356746031746032,350.0
442,5.0,20.0,23.0,0.5142857142857142,0.49194139194139197,0.5031746031746033,350.0
443,5.0,20.0,24.0,0.5428571428571428,0.5230952380952381,0.5281746031746033,350.0
444,5.0,20.0,25.0,0.5428571428571428,0.5102380952380952,0.5281746031746033,350.0
445,5.0,20.0,50.0,0.5,0.5355952380952381,0.47757936507936505,350.0
446,5.0,20.0,100.0,0.34285714285714286,0.3891651542649728,0.317063492063492,350.0
447,5.0,20.0,150.0,0.2857142857142857,0.2244202898550725,0.26111111111111107,350.0
448,5.0,20.0,200.0,0.2857142857142857,0.2229100529100529,0.25555555555555554,350.0
449,5.0,20.0,250.0,0.22857142857142856,0.09,0.19166666666666665,350.0
450,5.0,20.0,300.0,0.12857142857142856,0.012857142857142855,0.1,350.0
451,5.0,20.0,350.0,0.12857142857142856,0.012857142857142855,0.1,350.0
452,5.0,20.0,1.0,0.6142857142857143,0.6279978354978355,0.6053174603174604,350.0
453,5.0,20.0,2.0,0.5285714285714286,0.508989898989899,0.5128571428571428,350.0
454,5.0,20.0,3.0,0.5857142857142857,0.6571536796536798,0.5745238095238097,350.0
455,5.0,20.0,4.0,0.6,0.6395202020202021,0.5884126984126985,350.0
456,5.0,20.0,5.0,0.5857142857142857,0.6202633477633478,0.5765079365079365,350.0
457,5.0,20.0,6.0,0.5857142857142857,0.6195490620490621,0.5778968253968253,350.0
458,5.0,20.0,7.0,0.6142857142857143,0.6421681096681098,0.6046825396825397,350.0
459,5.0,20.0,8.0,0.6142857142857143,0.5818650793650794,0.6005158730158731,350.0
460,5.0,20.0,9.0,0.5857142857142857,0.5548412698412697,0.5737301587301588,350.0
461,5.0,20.0,10.0,0.5857142857142857,0.5720454545454545,0.5828571428571429,350.0
462,5.0,20.0,11.0,0.5428571428571428,0.5356349206349206,0.5435714285714286,350.0
463,5.0,20.0,12.0,0.5571428571428572,0.5508333333333333,0.5542857142857142,350.0
464,5.0,20.0,13.0,0.5571428571428572,0.556031746031746,0.5578571428571428,350.0
465,5.0,20.0,14.0,0.5714285714285714,0.5705555555555556,0.5689682539682539,350.0
466,5.0,20.0,15.0,0.6428571428571429,0.6475,0.6350396825396826,350.0
467,5.0,20.0,16.0,0.6285714285714286,0.6291666666666667,0.6207539682539682,350.0
468,5.0,20.0,17.0,0.6,0.5874999999999999,0.5929761904761905,350.0
469,5.0,20.0,18.0,0.6428571428571429,0.6372474747474748,0.6308730158730159,350.0
470,5.0,20.0,19.0,0.5857142857142857,0.5947474747474748,0.5769047619047619,350.0
471,5.0,20.0,20.0,0.6142857142857143,0.6505555555555554,0.6072619047619049,350.0
472,5.0,20.0,21.0,0.5571428571428572,0.6162548562548562,0.5542857142857142,350.0
473,5.0,20.0,22.0,0.6142857142857143,0.6504040404040404,0.6078571428571429,350.0
474,5.0,20.0,23.0,0.6,0.6254040404040404,0.5935714285714286,350.0
475,5.0,20.0,24.0,0.6,0.6324458874458875,0.5935714285714285,350.0
476,5.0,20.0,25.0,0.6285714285714286,0.661991341991342,0.6221428571428571,350.0
477,5.0,20.0,50.0,0.45714285714285713,0.4907738095238095,0.4375,350.0
478,5.0,20.0,100.0,0.3,0.27296536796536797,0.283531746031746,350.0
479,5.0,20.0,150.0,0.2714285714285714,0.3962121212121212,0.2567460317460317,350.0
480,5.0,20.0,200.0,0.24285714285714285,0.1669607843137255,0.2257936507936508,350.0
481,5.0,20.0,250.0,0.21428571428571427,0.07660287081339713,0.18908730158730158,350.0
482,5.0,20.0,300.0,0.12857142857142856,0.012857142857142855,0.1,350.0
483,5.0,20.0,350.0,0.12857142857142856,0.012857142857142855,0.1,350.0
484,5.0,20.0,1.0,0.5,0.5597366522366521,0.49793650793650784,350.0
485,5.0,20.0,2.0,0.5142857142857142,0.5352056277056277,0.5195238095238095,350.0
486,5.0,20.0,3.0,0.5428571428571428,0.5488167388167389,0.5423809523809523,350.0
487,5.0,20.0,4.0,0.6,0.6121284271284271,0.5983333333333334,350.0
488,5.0,20.0,5.0,0.6142857142857143,0.6190909090909091,0.6201190476190476,350.0
489,5.0,20.0,6.0,0.6285714285714286,0.6995670995670996,0.6326190476190476,350.0
490,5.0,20.0,7.0,0.6,0.6566450216450216,0.6058333333333332,350.0
491,5.0,20.0,8.0,0.5571428571428572,0.5879220779220778,0.567936507936508,350.0
492,5.0,20.0,9.0,0.5714285714285714,0.6236507936507937,0.572936507936508,350.0
493,5.0,20.0,10.0,0.5714285714285714,0.633489010989011,0.5691666666666666,350.0
494,5.0,20.0,11.0,0.5571428571428572,0.5948778998778999,0.5538888888888889,350.0
495,5.0,20.0,12.0,0.5571428571428572,0.5909890109890109,0.5556746031746032,350.0
496,5.0,20.0,13.0,0.5714285714285714,0.60625,0.5741269841269842,350.0
497,5.0,20.0,14.0,0.5571428571428572,0.6013888888888889,0.5598412698412699,350.0
498,5.0,20.0,15.0,0.5714285714285714,0.5910543704661351,0.5684126984126985,350.0
499,5.0,20.0,16.0,0.5571428571428572,0.5941526610644258,0.5598412698412699,350.0
500,5.0,20.0,17.0,0.5714285714285714,0.5979988149105796,0.5741269841269842,350.0
501,5.0,20.0,18.0,0.5714285714285714,0.6208193277310924,0.5723412698412699,350.0
502,5.0,20.0,19.0,0.5571428571428572,0.5974859943977591,0.5556746031746032,350.0
503,5.0,20.0,20.0,0.6,0.6833193277310924,0.5977380952380952,350.0
504,5.0,20.0,21.0,0.5714285714285714,0.6466526610644258,0.5691666666666666,350.0
505,5.0,20.0,22.0,0.5857142857142857,0.6699859943977591,0.5816666666666666,350.0
506,5.0,20.0,23.0,0.5571428571428572,0.6343055555555555,0.5538888888888889,350.0
507,5.0,20.0,24.0,0.5285714285714286,0.5720833333333333,0.5302777777777778,350.0
508,5.0,20.0,25.0,0.5714285714285714,0.6483193277310925,0.5761111111111111,350.0
509,5.0,20.0,50.0,0.4142857142857143,0.35151742993848256,0.4121031746031746,350.0
510,5.0,20.0,100.0,0.37142857142857144,0.415974025974026,0.36448412698412697,350.0
511,5.0,20.0,150.0,0.22857142857142856,0.1628322440087146,0.21547619047619046,350.0
512,5.0,20.0,200.0,0.17142857142857143,0.2571969696969697,0.15972222222222224,350.0
513,5.0,20.0,250.0,0.15714285714285714,0.10294871794871796,0.14087301587301587,350.0
514,5.0,20.0,300.0,0.12857142857142856,0.012857142857142855,0.1,350.0
515,5.0,20.0,350.0,0.12857142857142856,0.012857142857142855,0.1,350.0
516,5.0,20.0,1.0,0.6142857142857143,0.669076479076479,0.6050793650793651,350.0
517,5.0,20.0,2.0,0.6,0.660980685980686,0.5824603174603175,350.0
518,5.0,20.0,3.0,0.5714285714285714,0.632579365079365,0.5606349206349207,350.0
519,5.0,20.0,4.0,0.6,0.6683333333333333,0.5892063492063493,350.0
520,5.0,20.0,5.0,0.5857142857142857,0.6197871572871573,0.5626587301587302,350.0
521,5.0,20.0,6.0,0.6142857142857143,0.6529761904761905,0.6025,350.0
522,5.0,20.0,7.0,0.5714285714285714,0.6258333333333334,0.5614285714285715,350.0
523,5.0,20.0,8.0,0.5857142857142857,0.6491666666666667,0.5721428571428572,350.0
524,5.0,20.0,9.0,0.5857142857142857,0.6298959373959373,0.5739285714285713,350.0
525,5.0,20.0,10.0,0.6142857142857143,0.6683699633699633,0.5989285714285714,350.0
526,5.0,20.0,11.0,0.5714285714285714,0.5782142857142858,0.5588095238095236,350.0
527,5.0,20.0,12.0,0.6142857142857143,0.6627014652014652,0.6008730158730158,350.0
528,5.0,20.0,13.0,0.6285714285714286,0.6742857142857143,0.6165476190476189,350.0
529,5.0,20.0,14.0,0.6285714285714286,0.6608699633699633,0.6133730158730157,350.0
530,5.0,20.0,15.0,0.5714285714285714,0.5748015873015873,0.5538492063492063,350.0
531,5.0,20.0,16.0,0.5428571428571428,0.5566666666666666,0.5302380952380952,350.0
532,5.0,20.0,17.0,0.5857142857142857,0.6477380952380953,0.5736904761904761,350.0
533,5.0,20.0,18.0,0.5428571428571428,0.5553571428571429,0.5302380952380952,350.0
534,5.0,20.0,19.0,0.5571428571428572,0.561468253968254,0.5413492063492062,350.0
535,5.0,20.0,20.0,0.5714285714285714,0.5874404761904761,0.5588095238095238,350.0
536,5.0,20.0,21.0,0.5714285714285714,0.5756578144078144,0.5556349206349205,350.0
537,5.0,20.0,22.0,0.5285714285714286,0.5449404761904761,0.5102380952380952,350.0
538,5.0,20.0,23.0,0.5571428571428572,0.5600992063492063,0.5356349206349207,350.0
539,5.0,20.0,24.0,0.5714285714285714,0.5887161531279178,0.549920634920635,350.0
540,5.0,20.0,25.0,0.5714285714285714,0.5887161531279178,0.549920634920635,350.0
541,5.0,20.0,50.0,0.44285714285714284,0.39367647058823524,0.42912698412698413,350.0
542,5.0,20.0,100.0,0.34285714285714286,0.30787496816908577,0.3265873015873016,350.0
543,5.0,20.0,150.0,0.2857142857142857,0.2975714285714286,0.2636904761904762,350.0
544,5.0,20.0,200.0,0.2571428571428571,0.1435054945054945,0.23055555555555554,350.0
545,5.0,20.0,250.0,0.2571428571428571,0.12416666666666668,0.21845238095238093,350.0
546,5.0,20.0,300.0,0.12857142857142856,0.012857142857142855,0.1,350.0
547,5.0,20.0,350.0,0.12857142857142856,0.012857142857142855,0.1,350.0
548,5.0,20.0,1.0,0.6285714285714286,0.6045851370851372,0.6122619047619048,350.0
549,5.0,20.0,2.0,0.5857142857142857,0.5399062049062049,0.5636904761904762,350.0
550,5.0,20.0,3.0,0.6142857142857143,0.5911904761904762,0.5904761904761905,350.0
551,5.0,20.0,4.0,0.6428571428571429,0.6461111111111111,0.6263095238095239,350.0
552,5.0,20.0,5.0,0.6285714285714286,0.6308730158730158,0.6122619047619048,350.0
553,5.0,20.0,6.0,0.6285714285714286,0.6139590964590964,0.608095238095238,350.0
554,5.0,20.0,7.0,0.6571428571428571,0.6477236652236653,0.639047619047619,350.0
555,5.0,20.0,8.0,0.7142857142857143,0.743968253968254,0.7040476190476189,350.0
556,5.0,20.0,9.0,0.7,0.7366178266178266,0.6873809523809523,350.0
557,5.0,20.0,10.0,0.6714285714285714,0.6919047619047618,0.6623809523809523,350.0
558,5.0,20.0,11.0,0.7,0.7394444444444445,0.684047619047619,350.0
559,5.0,20.0,12.0,0.6714285714285714,0.7150252525252525,0.6497619047619048,350.0
560,5.0,20.0,13.0,0.6857142857142857,0.7350252525252525,0.6697619047619048,350.0
561,5.0,20.0,14.0,0.6714285714285714,0.7283982683982685,0.6572619047619048,350.0
562,5.0,20.0,15.0,0.6857142857142857,0.7411019536019536,0.6772619047619047,350.0
563,5.0,20.0,16.0,0.6285714285714286,0.6864285714285715,0.6195238095238095,350.0
564,5.0,20.0,17.0,0.6428571428571429,0.6138095238095238,0.6371428571428571,350.0
565,5.0,20.0,18.0,0.6,0.5857509157509158,0.582857142857143,350.0
566,5.0,20.0,19.0,0.6142857142857143,0.5915306915306916,0.5896428571428571,350.0
567,5.0,20.0,20.0,0.6285714285714286,0.6075000000000002,0.6021428571428571,350.0
568,5.0,20.0,21.0,0.6,0.5875,0.5771428571428572,350.0
569,5.0,20.0,22.0,0.6,0.5652747252747252,0.5789285714285715,350.0
570,5.0,20.0,23.0,0.5714285714285714,0.5581818181818182,0.5503571428571429,350.0
571,5.0,20.0,24.0,0.5571428571428572,0.5340530303030304,0.5360714285714285,350.0
572,5.0,20.0,25.0,0.5428571428571428,0.5476916221033867,0.5292857142857142,350.0
573,5.0,20.0,50.0,0.5142857142857142,0.48597222222222214,0.4875,350.0
574,5.0,20.0,100.0,0.42857142857142855,0.4270639164756812,0.40178571428571425,350.0
575,5.0,20.0,150.0,0.3142857142857143,0.23693939393939392,0.2928571428571428,350.0
576,5.0,20.0,200.0,0.2857142857142857,0.1323015873015873,0.2642857142857143,350.0
577,5.0,20.0,250.0,0.18571428571428572,0.06652298850574713,0.1625,350.0
578,5.0,20.0,300.0,0.11428571428571428,0.011428571428571429,0.1,350.0
579,5.0,20.0,350.0,0.11428571428571428,0.011428571428571429,0.1,350.0
580,5.0,20.0,1.0,0.7555555555555555,0.7592784992784992,0.7449963924963925,450.0
581,5.0,20.0,2.0,0.7777777777777778,0.7666883116883116,0.7615873015873016,450.0
582,5.0,20.0,3.0,0.8,0.7985497835497836,0.7872186147186147,450.0
583,5.0,20.0,4.0,0.7555555555555555,0.776017316017316,0.7484054834054834,450.0
584,5.0,20.0,5.0,0.7555555555555555,0.7703679653679655,0.7461075036075036,450.0
585,5.0,20.0,6.0,0.7666666666666667,0.7692668442668442,0.7586075036075035,450.0
586,5.0,20.0,7.0,0.7333333333333333,0.7218109668109668,0.7249963924963925,450.0
587,5.0,20.0,8.0,0.7333333333333333,0.718051948051948,0.7249963924963925,450.0
588,5.0,20.0,9.0,0.7444444444444445,0.7481746031746032,0.7393145743145744,450.0
589,5.0,20.0,10.0,0.7222222222222222,0.71984126984127,0.7157034632034632,450.0
590,5.0,20.0,11.0,0.7,0.6841125541125541,0.6922943722943723,450.0
591,5.0,20.0,12.0,0.6888888888888889,0.6772322122322122,0.6807034632034632,450.0
592,5.0,20.0,13.0,0.6888888888888889,0.6772322122322122,0.6807034632034632,450.0
593,5.0,20.0,14.0,0.6777777777777778,0.6654312354312355,0.6682034632034632,450.0
594,5.0,20.0,15.0,0.6666666666666666,0.6492407592407592,0.6557034632034633,450.0
595,5.0,20.0,16.0,0.6666666666666666,0.6491008991008991,0.6557034632034633,450.0
596,5.0,20.0,17.0,0.6666666666666666,0.6536796536796536,0.6557034632034633,450.0
597,5.0,20.0,18.0,0.6888888888888889,0.6866558441558441,0.6824891774891776,450.0
598,5.0,20.0,19.0,0.6777777777777778,0.6728021978021979,0.6682034632034632,450.0
599,5.0,20.0,20.0,0.6777777777777778,0.6728021978021979,0.6682034632034632,450.0
600,5.0,20.0,21.0,0.7,0.6976290376290377,0.6967748917748918,450.0
601,5.0,20.0,22.0,0.7,0.6972710622710623,0.6967748917748918,450.0
602,5.0,20.0,23.0,0.6888888888888889,0.6853563103563104,0.6867748917748917,450.0
603,5.0,20.0,24.0,0.6888888888888889,0.6935705960705961,0.6815800865800866,450.0
604,5.0,20.0,25.0,0.6777777777777778,0.6969588744588745,0.6724891774891775,450.0
605,5.0,20.0,50.0,0.6111111111111112,0.6007955494797599,0.5946320346320346,450.0
606,5.0,20.0,100.0,0.5888888888888889,0.5872979797979798,0.5678463203463203,450.0
607,5.0,20.0,150.0,0.5777777777777777,0.6109249084249084,0.5558261183261184,450.0
608,5.0,20.0,200.0,0.4888888888888889,0.4275393612235717,0.46328282828282824,450.0
609,5.0,20.0,250.0,0.4222222222222222,0.43364801864801866,0.39459595959595956,450.0
610,5.0,20.0,300.0,0.32222222222222224,0.19523425746830003,0.2895959595959596,450.0
611,5.0,20.0,350.0,0.2111111111111111,0.0774436090225564,0.18181818181818182,450.0
612,5.0,20.0,400.0,0.12222222222222222,0.012222222222222221,0.1,450.0
613,5.0,20.0,450.0,0.12222222222222222,0.012222222222222221,0.1,450.0
614,5.0,20.0,1.0,0.7444444444444445,0.7364085914085914,0.7291269841269841,450.0
615,5.0,20.0,2.0,0.6888888888888889,0.7150757575757576,0.6719047619047618,450.0
616,5.0,20.0,3.0,0.7222222222222222,0.7435966810966811,0.7084126984126984,450.0
617,5.0,20.0,4.0,0.7333333333333333,0.7264402264402264,0.716626984126984,450.0
618,5.0,20.0,5.0,0.7333333333333333,0.7277877677877679,0.7191269841269841,450.0
619,5.0,20.0,6.0,0.7222222222222222,0.7131052281052281,0.7069047619047619,450.0
620,5.0,20.0,7.0,0.7222222222222222,0.7382928182928182,0.708015873015873,450.0
621,5.0,20.0,8.0,0.7222222222222222,0.7341441891441891,0.703015873015873,450.0
622,5.0,20.0,9.0,0.6777777777777778,0.6880944055944056,0.6607936507936507,450.0
623,5.0,20.0,10.0,0.6666666666666666,0.6861463536463536,0.6490079365079364,450.0
624,5.0,20.0,11.0,0.6555555555555556,0.6831160506160506,0.6376190476190476,450.0
625,5.0,20.0,12.0,0.6777777777777778,0.6621203796203796,0.6601190476190476,450.0
626,5.0,20.0,13.0,0.6777777777777778,0.664609557109557,0.6576190476190477,450.0
627,5.0,20.0,14.0,0.6666666666666666,0.6425061050061049,0.6465079365079365,450.0
628,5.0,20.0,15.0,0.6777777777777778,0.6633577533577533,0.6576190476190477,450.0
629,5.0,20.0,16.0,0.6555555555555556,0.635054945054945,0.6365079365079365,450.0
630,5.0,20.0,17.0,0.6777777777777778,0.7092490842490843,0.6576190476190475,450.0
631,5.0,20.0,18.0,0.6666666666666666,0.6592490842490842,0.6465079365079365,450.0
632,5.0,20.0,19.0,0.6666666666666666,0.6657413419913419,0.6487301587301587,450.0
633,5.0,20.0,20.0,0.6777777777777778,0.7361201298701299,0.6598412698412699,450.0
634,5.0,20.0,21.0,0.7,0.7587774725274725,0.6823412698412699,450.0
635,5.0,20.0,22.0,0.6888888888888889,0.7016346153846154,0.6698412698412699,450.0
636,5.0,20.0,23.0,0.6777777777777778,0.6965596903096903,0.6587301587301587,450.0
637,5.0,20.0,24.0,0.6666666666666666,0.6875120712620714,0.6476190476190476,450.0
638,5.0,20.0,25.0,0.6666666666666666,0.7379166666666667,0.6476190476190476,450.0
639,5.0,20.0,50.0,0.6111111111111112,0.6446031746031746,0.5876190476190477,450.0
640,5.0,20.0,100.0,0.5333333333333333,0.5123504273504274,0.5090079365079365,450.0
641,5.0,20.0,150.0,0.4888888888888889,0.4855357142857142,0.465,450.0
642,5.0,20.0,200.0,0.43333333333333335,0.47107576242838334,0.4094444444444445,450.0
643,5.0,20.0,250.0,0.32222222222222224,0.3200956937799043,0.2936111111111111,450.0
644,5.0,20.0,300.0,0.23333333333333334,0.13538845726970034,0.21000000000000002,450.0
645,5.0,20.0,350.0,0.17777777777777778,0.05591216216216216,0.16,450.0
646,5.0,20.0,400.0,0.1111111111111111,0.01111111111111111,0.1,450.0
647,5.0,20.0,450.0,0.1111111111111111,0.01111111111111111,0.1,450.0
648,5.0,20.0,1.0,0.7111111111111111,0.7587121212121211,0.7118001443001443,450.0
649,5.0,20.0,2.0,0.7444444444444445,0.7658230658230658,0.7443831168831169,450.0
650,5.0,20.0,3.0,0.7333333333333333,0.7426509601509601,0.7427525252525252,450.0
651,5.0,20.0,4.0,0.7222222222222222,0.7461255411255411,0.7250577200577201,450.0
652,5.0,20.0,5.0,0.7,0.7300954600954601,0.7043434343434343,450.0
653,5.0,20.0,6.0,0.7111111111111111,0.7508225108225108,0.7159668109668109,450.0
654,5.0,20.0,7.0,0.7333333333333333,0.7613611388611389,0.7393434343434343,450.0
655,5.0,20.0,8.0,0.7111111111111111,0.7451190476190477,0.7191414141414143,450.0
656,5.0,20.0,9.0,0.6888888888888889,0.7303937728937728,0.6927525252525253,450.0
657,5.0,20.0,10.0,0.6888888888888889,0.7245604395604396,0.6975505050505051,450.0
658,5.0,20.0,11.0,0.6555555555555556,0.6990084915084915,0.6611616161616162,450.0
659,5.0,20.0,12.0,0.6555555555555556,0.7002380952380952,0.6625505050505052,450.0
660,5.0,20.0,13.0,0.6444444444444445,0.6964285714285714,0.6500505050505051,450.0
661,5.0,20.0,14.0,0.6555555555555556,0.7002380952380952,0.6625505050505052,450.0
662,5.0,20.0,15.0,0.6555555555555556,0.7002380952380952,0.6625505050505052,450.0
663,5.0,20.0,16.0,0.6444444444444445,0.6902380952380952,0.6500505050505051,450.0
664,5.0,20.0,17.0,0.6444444444444445,0.6902380952380952,0.6500505050505051,450.0
665,5.0,20.0,18.0,0.6444444444444445,0.690515873015873,0.6500505050505051,450.0
666,5.0,20.0,19.0,0.6444444444444445,0.61364898989899,0.6486616161616162,450.0
667,5.0,20.0,20.0,0.6333333333333333,0.610261544011544,0.6375505050505051,450.0
668,5.0,20.0,21.0,0.6555555555555556,0.6304166666666666,0.6586616161616161,450.0
669,5.0,20.0,22.0,0.6555555555555556,0.6345292207792207,0.6577525252525251,450.0
670,5.0,20.0,23.0,0.6444444444444445,0.6245292207792208,0.6466414141414141,450.0
671,5.0,20.0,24.0,0.6444444444444445,0.6229761904761905,0.6466414141414141,450.0
672,5.0,20.0,25.0,0.6222222222222222,0.6108730158730159,0.6255303030303031,450.0
673,5.0,20.0,50.0,0.5333333333333333,0.5606485671191553,0.533575036075036,450.0
674,5.0,20.0,100.0,0.4777777777777778,0.5238512949039265,0.4817821067821068,450.0
675,5.0,20.0,150.0,0.3888888888888889,0.506951871657754,0.3817352092352092,450.0
676,5.0,20.0,200.0,0.32222222222222224,0.36026785714285714,0.3082070707070707,450.0
677,5.0,20.0,250.0,0.34444444444444444,0.27301587301587305,0.31845959595959594,450.0
678,5.0,20.0,300.0,0.3333333333333333,0.17892156862745098,0.2914141414141414,450.0
679,5.0,20.0,350.0,0.2111111111111111,0.06486486486486487,0.17272727272727273,450.0
680,5.0,20.0,400.0,0.12222222222222222,0.012222222222222221,0.1,450.0
681,5.0,20.0,450.0,0.12222222222222222,0.012222222222222221,0.1,450.0
682,5.0,20.0,1.0,0.7666666666666667,0.7743434343434343,0.7553066378066378,450.0
683,5.0,20.0,2.0,0.7444444444444445,0.7776984126984127,0.7337157287157288,450.0
684,5.0,20.0,3.0,0.7666666666666667,0.7942998994469582,0.7541522366522366,450.0
685,5.0,20.0,4.0,0.7444444444444445,0.7513581190051777,0.7373593073593074,450.0
