,Epsilon,Guarda,Tiempo,Iteraciones,Diferencia
1852,0.01,eigen_value,773861671.0,8252.0,3.3735886658448065e-07
1853,0.001,eigen_value,880666086.0,9362.0,2.8236305027462548e-09
1854,0.0001,eigen_value,1005063820.0,10735.0,2.3537659332717453e-08
1855,1e-05,eigen_value,1127544261.0,12128.0,1.1542836627853604e-07
1856,1e-06,eigen_value,1256752912.0,13469.0,1.609352837661504e-09
1857,1e-07,eigen_value,1367065249.0,14479.0,3.417370424863009e-08
1858,1e-08,eigen_value,1535617989.0,15809.0,2.2293079382507131e-10
1859,1e-09,eigen_value,1595913336.0,16949.0,2.1097820571469583e-07
1860,1.0,vector_delta,344681326.0,5065.0,21790.08856063951
1861,0.1,vector_delta,291655858.0,4381.0,3021.022253993547
1862,0.01,vector_delta,92622706.0,1311.0,835.5105920701864
1863,0.001,vector_delta,184353032.0,2764.0,0.5641927575680471
1864,0.0001,vector_delta,274157007.0,4144.0,0.005329717557117135
1865,1e-05,vector_delta,405884523.0,5586.0,5.392410572994777e-05
1866,1e-06,vector_delta,506727773.0,7128.0,4.893060224731016e-07
1867,1e-07,vector_delta,577972990.0,8497.0,5.035124814867231e-09
1868,1e-08,vector_delta,680764842.0,9965.0,1.1930296750506387e-10
1869,1e-09,vector_delta,787901748.0,11498.0,1.0079617140945629e-10
1870,1.0,eigen_value,471845762.0,4806.0,0.001972597967721299
1871,0.1,eigen_value,607908161.0,6253.0,2.0242231185392255e-05
1872,0.01,eigen_value,737389599.0,7762.0,1.9435684620816573e-07
1873,0.001,eigen_value,870907779.0,9341.0,1.9166051856700506e-09
1874,0.0001,eigen_value,982877612.0,10531.0,9.790440458345983e-11
1875,1e-05,eigen_value,1147763817.0,12368.0,1.203501653890271e-10
1876,1e-06,eigen_value,1384607708.0,13780.0,1.008920946787839e-10
1877,1e-07,eigen_value,1557506383.0,15254.0,1.0247802606500045e-10
1878,1e-08,eigen_value,1585161417.0,16672.0,1.0154138863072149e-10
1879,1e-09,eigen_value,1759425801.0,17948.0,1.0306649755875696e-10
1880,1.0,vector_delta,362092551.0,4641.0,19450.139789268527
1881,0.1,vector_delta,393220674.0,5370.0,3211.091725595253
1882,0.01,vector_delta,162156109.0,2266.0,287.91867659987713
1883,0.001,vector_delta,204204731.0,3044.0,0.5734339127272162
1884,0.0001,vector_delta,293492225.0,4490.0,0.005647988340863961
1885,1e-05,vector_delta,397662058.0,6114.0,5.653059615569944e-05
1886,1e-06,vector_delta,499047207.0,7727.0,5.544042438643259e-07
1887,1e-07,vector_delta,644223511.0,9083.0,5.341697644212218e-09
1888,1e-08,vector_delta,775919757.0,10793.0,7.592914741394452e-11
1889,1e-09,vector_delta,809841711.0,12278.0,1.2185191522462446e-10
1890,1.0,eigen_value,539206746.0,5254.0,0.003673272261191851
1891,0.1,eigen_value,661448615.0,6988.0,8.005918840658488e-05
1892,0.01,eigen_value,839077189.0,8064.0,1.679911069008e-07
1893,0.001,eigen_value,970609848.0,9923.0,1.8917349819957965e-09
1894,0.0001,eigen_value,1099435554.0,11341.0,1.8040442917310883e-10
1895,1e-05,eigen_value,1225442522.0,12915.0,1.4327280695169975e-10
1896,1e-06,eigen_value,1314570057.0,14167.0,7.984249705828006e-11
1897,1e-07,eigen_value,1501069642.0,15521.0,9.77907888000118e-11
1898,1e-08,eigen_value,1609765880.0,17018.0,6.911125005615304e-11
1899,1e-09,eigen_value,1691407302.0,18149.0,6.888306813834788e-11
1900,1.0,vector_delta,303769952.0,4616.0,18244.51976887364
1901,0.1,vector_delta,286080033.0,4362.0,2968.8496076111533
1902,0.01,vector_delta,89334694.0,1228.0,86.02238467773536
1903,0.001,vector_delta,182477411.0,2702.0,50.244892646255074
1904,0.0001,vector_delta,320446502.0,4861.0,0.007323332016374309
1905,1e-05,vector_delta,404586759.0,6278.0,6.80743230157077e-05
1906,1e-06,vector_delta,513944158.0,8022.0,6.880215600801875e-07
1907,1e-07,vector_delta,605408832.0,9310.0,6.727818089302673e-09
1908,1e-08,vector_delta,702300905.0,10947.0,1.973296548385406e-10
1909,1e-09,vector_delta,796521852.0,12305.0,2.78249345342374e-09
1910,1.0,eigen_value,515807217.0,5477.0,0.00222433668059864
1911,0.1,eigen_value,658001947.0,6978.0,2.4926920489747316e-05
1912,0.01,eigen_value,814309689.0,8534.0,2.100149997374956e-07
1913,0.001,eigen_value,1053628215.0,10313.0,3.323068256122497e-09
1914,0.0001,eigen_value,1111672119.0,11635.0,3.753575015252863e-09
1915,1e-05,eigen_value,1352649733.0,12975.0,1.248014825705468e-08
1916,1e-06,eigen_value,1524606453.0,14152.0,2.961482437058294e-10
1917,1e-07,eigen_value,1585266801.0,15595.0,5.017232797399629e-07
1918,1e-08,eigen_value,1811064499.0,16712.0,3.002142818786524e-09
1919,1e-09,eigen_value,1755171962.0,17939.0,1.3602034840687338e-08
1920,1.0,vector_delta,360002444.0,5470.0,16886.235959816346
1921,0.1,vector_delta,367129573.0,5373.0,3045.2728964716334
1922,0.01,vector_delta,162651717.0,2252.0,88.76748881858094
1923,0.001,vector_delta,190092488.0,2565.0,0.5324132132024023
1924,0.0001,vector_delta,312827473.0,4026.0,0.005107248237496638
1925,1e-05,vector_delta,390181848.0,5519.0,5.0089451213111146e-05
1926,1e-06,vector_delta,473314127.0,7123.0,5.582711766294324e-07
1927,1e-07,vector_delta,595947247.0,8623.0,5.4143699212971795e-09
1928,1e-08,vector_delta,733280788.0,10169.0,1.8573341087346763e-10
1929,1e-09,vector_delta,894842939.0,11672.0,1.7690962472727278e-10
1930,1.0,eigen_value,486086206.0,5064.0,0.0008276054773542274
1931,0.1,eigen_value,626085400.0,6614.0,2.3590487370306333e-05
1932,0.01,eigen_value,780744944.0,8014.0,2.674215020093129e-07
1933,0.001,eigen_value,886438118.0,9262.0,2.2680420652676504e-09
1934,0.0001,eigen_value,1067494490.0,10870.0,1.6107011724386665e-10
1935,1e-05,eigen_value,1234935611.0,12200.0,1.7657454165487253e-10
1936,1e-06,eigen_value,1379629579.0,13648.0,1.743899691319939e-10
1937,1e-07,eigen_value,1526022288.0,15056.0,1.7380997086036132e-10
1938,1e-08,eigen_value,1567777627.0,16250.0,1.7572533650422885e-10
1939,1e-09,eigen_value,1690714479.0,17544.0,1.7378909866749837e-10
1940,1.0,vector_delta,338439226.0,4961.0,18769.262746897955
1941,0.1,vector_delta,363299592.0,5340.0,2717.9928539266925
1942,0.01,vector_delta,170829472.0,2413.0,54.00312859373223
1943,0.001,vector_delta,173913400.0,2594.0,0.46750845225004084
1944,0.0001,vector_delta,266022371.0,3963.0,0.004412999654746059
1945,1e-05,vector_delta,364773632.0,5400.0,4.272116767609191e-05
1946,1e-06,vector_delta,459474036.0,6889.0,4.244347124071624e-07
1947,1e-07,vector_delta,554938352.0,8401.0,4.3429943730188824e-09
1948,1e-08,vector_delta,648166862.0,9822.0,1.2274163907477486e-10
1949,1e-09,vector_delta,758005041.0,11141.0,1.177478736735793e-10
1950,1.0,eigen_value,478803082.0,4861.0,0.0008680007059837891
1951,0.1,eigen_value,605130686.0,6231.0,1.1834751717429981e-05
1952,0.01,eigen_value,771546246.0,7584.0,1.5769674654109168e-07
1953,0.001,eigen_value,880819530.0,9167.0,8.673420737181914e-10
1954,0.0001,eigen_value,1028721524.0,10716.0,1.481327416286149e-10
1955,1e-05,eigen_value,1179873214.0,11906.0,1.1865260773902263e-10
1956,1e-06,eigen_value,1433873552.0,13327.0,1.375972047412688e-10
1957,1e-07,eigen_value,1489637320.0,14677.0,1.3732282866385504e-10
1958,1e-08,eigen_value,1559754493.0,16200.0,1.2054151454776729e-10
1959,1e-09,eigen_value,1680690989.0,17570.0,1.1894421447777859e-10
1960,1.0,vector_delta,438987130.0,5643.0,260776.04028941982
1961,0.1,vector_delta,418287001.0,5452.0,3455.477697715782
1962,0.01,vector_delta,180982389.0,2228.0,180.79918844653272
1963,0.001,vector_delta,182376656.0,2631.0,3.0047353996939496
1964,0.0001,vector_delta,326245521.0,4947.0,0.034958060594266274
1965,1e-05,vector_delta,425308409.0,6340.0,0.001211290410235829
1966,1e-06,vector_delta,509749026.0,7693.0,0.0011459864729406843
1967,1e-07,vector_delta,596337675.0,9104.0,0.0021010907381394696
1968,1e-08,vector_delta,692413176.0,10565.0,0.0021010859631757006
1969,1e-09,vector_delta,760356720.0,11864.0,7.756087894159492e-05
1970,1.0,eigen_value,541092880.0,5728.0,0.01058144244475979
1971,0.1,eigen_value,685659414.0,7299.0,0.0004640745292990156
1972,0.01,eigen_value,813481659.0,8669.0,0.08109574416493506
1973,0.001,eigen_value,939493123.0,9950.0,0.0034607063460044573
1974,0.0001,eigen_value,1101267507.0,11351.0,0.021901568468972885
1975,1e-05,eigen_value,1228187618.0,12559.0,0.02103137608081652
1976,1e-06,eigen_value,1397350464.0,13751.0,7.647246444275613e-05
1977,1e-07,eigen_value,1570866580.0,14997.0,0.0012264871661299193
1978,1e-08,eigen_value,1631519719.0,16312.0,0.0005585427516585794
1979,1e-09,eigen_value,1710701459.0,17290.0,0.003836253347009242
1980,1.0,vector_delta,417705722.0,5473.0,17465.682436466588
1981,0.1,vector_delta,352584961.0,5355.0,3466.341711983875
1982,0.01,vector_delta,106751783.0,1505.0,130.54319958364013
1983,0.001,vector_delta,199569833.0,2843.0,5.628655700933512
1984,0.0001,vector_delta,333197417.0,4931.0,0.008640633373139082
1985,1e-05,vector_delta,417314759.0,6347.0,8.384448242800602e-05
1986,1e-06,vector_delta,594509139.0,8108.0,8.856411233537642e-07
1987,1e-07,vector_delta,661594719.0,9791.0,8.678954195318057e-09
1988,1e-08,vector_delta,762845589.0,11166.0,1.700917806601865e-10
1989,1e-09,vector_delta,918491152.0,13077.0,1.3004289201035135e-10
1990,1.0,eigen_value,575398626.0,5480.0,0.0014662366404471782
1991,0.1,eigen_value,755803302.0,7498.0,1.50138174620551e-05
1992,0.01,eigen_value,913603866.0,9001.0,1.6759112721587145e-07
1993,0.001,eigen_value,1081170058.0,10602.0,1.6466793795189005e-09
1994,0.0001,eigen_value,1251026064.0,12062.0,3.828586159215774e-10
1995,1e-05,eigen_value,1375190902.0,13698.0,1.293031459681515e-10
1996,1e-06,eigen_value,1451375435.0,14961.0,1.2977409369341332e-10
1997,1e-07,eigen_value,1616462390.0,16094.0,1.6515933509708703e-10
1998,1e-08,eigen_value,1669693939.0,16910.0,1.9701168696428795e-10
1999,1e-09,eigen_value,1775327517.0,18230.0,3.140592141903653e-10
