,Epsilon,Guarda,Tiempo,Iteraciones,Diferencia
0,1.0,vector_delta,420973376.0,5444.0,18319.124365534444
1,0.1,vector_delta,331751398.0,4443.0,3030.334409423024
2,0.01,vector_delta,100805647.0,1331.0,97.03780439096597
3,0.001,vector_delta,240030780.0,3310.0,1.5079150601263662
4,0.0001,vector_delta,375585224.0,5223.0,0.014659581814090928
5,1e-05,vector_delta,506413582.0,7417.0,0.001425703012138797
6,1e-06,vector_delta,634753035.0,9392.0,0.0013357824938714203
7,1e-07,vector_delta,748758033.0,11125.0,1.3588785946296867e-05
8,1e-08,vector_delta,825740597.0,12696.0,2.9061329743740315e-06
9,1e-09,vector_delta,888971749.0,13626.0,0.00040794705128263333
10,1.0,eigen_value,714140445.0,7162.0,0.0027716500685855293
11,0.1,eigen_value,845536971.0,8660.0,0.0007818960950527298
12,0.01,eigen_value,990564365.0,10201.0,0.00015112165753663475
13,0.001,eigen_value,1126165349.0,11778.0,0.002336539319691724
14,0.0001,eigen_value,1263606923.0,13309.0,0.0004188155598669141
15,1e-05,eigen_value,1372625928.0,14539.0,0.00010230601341874035
16,1e-06,eigen_value,1462482925.0,15429.0,6.970213310751205e-05
17,1e-07,eigen_value,1675115557.0,16698.0,0.008059304862283057
18,1e-08,eigen_value,2052534877.0,17832.0,0.0024835735040025495
19,1e-09,eigen_value,2136049320.0,18915.0,0.001285566160842393
20,1.0,vector_delta,381144604.0,5682.0,18261.168856257118
21,0.1,vector_delta,427418279.0,6329.0,3254.499185996144
22,0.01,vector_delta,183791448.0,2300.0,146.46139018471303
23,0.001,vector_delta,203935997.0,2868.0,0.7235181814218563
24,0.0001,vector_delta,297542935.0,4442.0,0.0068123943637614735
25,1e-05,vector_delta,481307012.0,6643.0,7.130385271393536e-05
26,1e-06,vector_delta,599073682.0,8321.0,7.156398890018068e-07
27,1e-07,vector_delta,662915780.0,10241.0,7.266210211298585e-09
28,1e-08,vector_delta,751145411.0,11698.0,3.2334460620120354e-09
29,1e-09,vector_delta,830263006.0,13059.0,1.4872661591169845e-08
30,1.0,eigen_value,531185560.0,5702.0,0.0029042721725360643
31,0.1,eigen_value,692696384.0,7436.0,6.870157331112736e-05
32,0.01,eigen_value,846593444.0,9194.0,2.0205962881547634e-07
33,0.001,eigen_value,1025134405.0,11097.0,3.519213782610109e-08
34,0.0001,eigen_value,1266802691.0,12444.0,1.6647959988347338e-09
35,1e-05,eigen_value,1319107740.0,13445.0,1.1504660335504014e-09
36,1e-06,eigen_value,1389798644.0,14649.0,3.727030139017984e-06
37,1e-07,eigen_value,1481855530.0,15786.0,3.5773753364054526e-08
38,1e-08,eigen_value,1573409727.0,16955.0,1.2411940986112314e-09
39,1e-09,eigen_value,1713859328.0,18029.0,6.829073036840327e-08
40,1.0,vector_delta,293024439.0,4483.0,17203.71078409271
41,0.1,vector_delta,360129779.0,5372.0,3416.1656681178943
42,0.01,vector_delta,152926478.0,2281.0,103.65030876163684
43,0.001,vector_delta,201462138.0,3056.0,1.0731833115641074
44,0.0001,vector_delta,312383384.0,4790.0,0.0105295321784281
45,1e-05,vector_delta,448406290.0,6652.0,0.00010208511623176264
46,1e-06,vector_delta,565849805.0,8508.0,2.8574358749144935e-06
47,1e-07,vector_delta,654536295.0,10164.0,3.600313604446015e-07
48,1e-08,vector_delta,734311516.0,11651.0,3.7603399789976065e-07
49,1e-09,vector_delta,847181071.0,13408.0,3.7601751561755493e-07
50,1.0,eigen_value,589513080.0,5960.0,0.03025998117828198
51,0.1,eigen_value,724160985.0,7666.0,7.048017680992835e-06
52,0.01,eigen_value,862050812.0,9227.0,9.866109940404044e-07
53,0.001,eigen_value,1007278691.0,10914.0,1.768520816973762e-06
54,0.0001,eigen_value,1170927006.0,12708.0,5.171922546969299e-06
55,1e-05,eigen_value,1419748235.0,13966.0,4.149233681083331e-09
56,1e-06,eigen_value,1448203957.0,15321.0,2.4068281846689745e-06
57,1e-07,eigen_value,1549326089.0,16505.0,0.0002688079841637858
58,1e-08,eigen_value,1629700621.0,17459.0,2.2909690425758632e-05
59,1e-09,eigen_value,1738400983.0,18835.0,2.612118421563281e-07
60,1.0,vector_delta,82995150.0,1161.0,16014.27302096436
61,0.1,vector_delta,285051357.0,4421.0,3111.3667065324257
62,0.01,vector_delta,94040621.0,1282.0,74.87345890135444
63,0.001,vector_delta,180027797.0,2712.0,0.6832586171619917
64,0.0001,vector_delta,275792686.0,4264.0,0.006634129406443208
65,1e-05,vector_delta,379925800.0,5914.0,6.608620205625471e-05
66,1e-06,vector_delta,476521688.0,7481.0,6.637977798362727e-07
67,1e-07,vector_delta,582693942.0,9110.0,6.608254992102047e-09
68,1e-08,vector_delta,680983667.0,10549.0,1.0599229938179633e-10
69,1e-09,vector_delta,819704467.0,12074.0,8.826717134979845e-11
70,1.0,eigen_value,543406697.0,5157.0,0.001556501456148709
71,0.1,eigen_value,634271666.0,6726.0,2.0401515465806598e-05
72,0.01,eigen_value,800733750.0,8465.0,1.4539940622171342e-07
73,0.001,eigen_value,930493177.0,9907.0,1.6918056644499303e-09
74,0.0001,eigen_value,1197500144.0,11482.0,1.25229746572586e-10
75,1e-05,eigen_value,1326794710.0,13306.0,1.0832970076535275e-10
76,1e-06,eigen_value,1389451814.0,14694.0,8.739647228139801e-11
77,1e-07,eigen_value,1549518306.0,15924.0,9.072579132407555e-11
78,1e-08,eigen_value,1619023704.0,17339.0,1.0663100624697108e-10
79,1e-09,eigen_value,1688178927.0,18409.0,8.735881351640273e-11
80,1.0,vector_delta,359231512.0,5518.0,21992.977374397196
81,0.1,vector_delta,296808388.0,4382.0,3707.5712709771133
82,0.01,vector_delta,155883675.0,2306.0,84.32082113406167
83,0.001,vector_delta,217068008.0,3304.0,0.9221324727797895
84,0.0001,vector_delta,352757274.0,5493.0,0.008475121483602433
85,1e-05,vector_delta,472537107.0,7397.0,0.0023905792523159874
86,1e-06,vector_delta,578208091.0,9130.0,0.0023244049464442185
87,1e-07,vector_delta,692866863.0,10774.0,4.9576155472408345e-05
88,1e-08,vector_delta,756715278.0,11979.0,0.000624664383218736
89,1e-09,vector_delta,840381866.0,13180.0,0.0006244697460472893
90,1.0,eigen_value,601133009.0,6367.0,0.00190959586638062
91,0.1,eigen_value,791490415.0,8489.0,9.601112497467312e-05
92,0.01,eigen_value,925753380.0,9981.0,0.0002057221676428611
93,0.001,eigen_value,1047730948.0,11295.0,0.0007797789212745698
94,0.0001,eigen_value,1165203910.0,12438.0,0.0028773845501038407
95,1e-05,eigen_value,1279842994.0,13702.0,0.0003178284796412711
96,1e-06,eigen_value,1414503576.0,14980.0,5.368466453834486e-06
97,1e-07,eigen_value,1522354191.0,16141.0,8.910059520914614e-06
98,1e-08,eigen_value,1609156452.0,17215.0,1.8919246648607669e-06
99,1e-09,eigen_value,1666467469.0,18047.0,2.881389921901345e-05
100,1.0,vector_delta,348308867.0,4460.0,19787.93941829351
101,0.1,vector_delta,354298799.0,4913.0,3201.93524673116
102,0.01,vector_delta,88535094.0,1251.0,51.70440642300446
103,0.001,vector_delta,193672010.0,2861.0,0.6322974843829071
104,0.0001,vector_delta,292640304.0,4500.0,0.006115355934526292
105,1e-05,vector_delta,399472476.0,6169.0,6.084616741894422e-05
106,1e-06,vector_delta,527521723.0,7773.0,6.22103166918464e-07
107,1e-07,vector_delta,598989233.0,9219.0,1.20249757600277e-07
108,1e-08,vector_delta,735539824.0,10624.0,9.607035167391587e-11
109,1e-09,vector_delta,834552330.0,12073.0,2.449954976668778e-08
110,1.0,eigen_value,494599151.0,5263.0,0.003796959189651261
111,0.1,eigen_value,651927546.0,6990.0,4.053942426082813e-05
112,0.01,eigen_value,785737630.0,8408.0,4.752456763412738e-07
113,0.001,eigen_value,933081662.0,10054.0,8.67516986602368e-08
114,0.0001,eigen_value,1076224311.0,11416.0,1.238348079368734e-07
115,1e-05,eigen_value,1208605015.0,12869.0,4.3918810987975124e-08
116,1e-06,eigen_value,1322201244.0,14008.0,2.8677256409537222e-08
117,1e-07,eigen_value,1522612028.0,15250.0,1.321859599556774e-10
118,1e-08,eigen_value,1624723115.0,16737.0,4.4614060357162086e-09
119,1e-09,eigen_value,1708420939.0,18070.0,2.4522270081206444e-09
120,1.0,vector_delta,284441473.0,4409.0,19006.67187613052
121,0.1,vector_delta,284594887.0,4378.0,3457.5663481410807
122,0.01,vector_delta,155519809.0,2280.0,233.87576017450272
123,0.001,vector_delta,244517862.0,3694.0,0.5146679871024041
124,0.0001,vector_delta,283040655.0,4290.0,0.004771155011157126
125,1e-05,vector_delta,390335204.0,5762.0,4.8600586595505326e-05
126,1e-06,vector_delta,487537368.0,7184.0,4.5839515720572793e-07
127,1e-07,vector_delta,548861144.0,8522.0,4.4785460214316615e-09
128,1e-08,vector_delta,651802722.0,10115.0,9.621212281735181e-11
129,1e-09,vector_delta,750997838.0,11597.0,6.409843246457658e-11
130,1.0,eigen_value,472681681.0,4768.0,0.0021818885352842964
131,0.1,eigen_value,598934159.0,6343.0,0.0002339075686078612
132,0.01,eigen_value,787028042.0,8007.0,0.00021102179774879287
133,0.001,eigen_value,896555314.0,9493.0,1.902163517739086e-09
134,0.0001,eigen_value,1016257385.0,10806.0,9.16549166424252e-11
135,1e-05,eigen_value,1169176572.0,12580.0,1.3123834040340565e-10
136,1e-06,eigen_value,1295068134.0,14003.0,6.485341881579121e-11
137,1e-07,eigen_value,1400418956.0,15197.0,1.0292004703343905e-10
138,1e-08,eigen_value,1532624434.0,16691.0,1.0371520645785503e-10
139,1e-09,eigen_value,1669363403.0,17736.0,6.223235329838595e-11
140,1.0,vector_delta,335110860.0,4636.0,18803.270006955503
141,0.1,vector_delta,301366888.0,4394.0,3296.2937601473736
142,0.01,vector_delta,248450612.0,2402.0,196.28677191275165
143,0.001,vector_delta,241600212.0,3036.0,0.7690828851348934
144,0.0001,vector_delta,330416404.0,4709.0,0.008809078182836725
145,1e-05,vector_delta,436083583.0,6357.0,8.780758069503846e-05
146,1e-06,vector_delta,511934343.0,7874.0,8.872602612441938e-07
147,1e-07,vector_delta,609653272.0,9400.0,8.482098525774972e-09
148,1e-08,vector_delta,686605804.0,10812.0,1.9246265026140463e-10
149,1e-09,vector_delta,786517607.0,12367.0,6.002119512515946e-10
150,1.0,eigen_value,518494764.0,5442.0,0.0013191179865881253
151,0.1,eigen_value,689520967.0,7111.0,1.372096699999048e-05
152,0.01,eigen_value,802278469.0,8698.0,1.7425620505662209e-07
153,0.001,eigen_value,963392056.0,10341.0,4.2743415384904895e-09
154,0.0001,eigen_value,1073213624.0,11643.0,4.5936868175999736e-08
155,1e-05,eigen_value,1173691957.0,12808.0,5.862434271364237e-10
156,1e-06,eigen_value,1313281842.0,14154.0,4.5653115066102146e-10
157,1e-07,eigen_value,1455463164.0,15436.0,3.403312476280007e-10
158,1e-08,eigen_value,1614080810.0,16552.0,5.68646534304662e-10
159,1e-09,eigen_value,1683523374.0,17573.0,1.7064614610262653e-10
160,1.0,vector_delta,334824011.0,4559.0,18548.141564389312
161,0.1,vector_delta,302777354.0,4449.0,3772.26193921549
162,0.01,vector_delta,156032742.0,2228.0,601.9499778058467
163,0.001,vector_delta,237592066.0,3587.0,0.8119639585858525
164,0.0001,vector_delta,269321314.0,4125.0,0.007677988002005043
165,1e-05,vector_delta,373538949.0,5816.0,0.0021411154041993796
166,1e-06,vector_delta,455580322.0,7072.0,0.0021119382043473718
167,1e-07,vector_delta,535869317.0,8190.0,0.00018525758377981928
168,1e-08,vector_delta,617539127.0,9473.0,0.00018525487652211751
169,1e-09,vector_delta,685988160.0,10822.0,0.0002540151521613039
170,1.0,eigen_value,486089104.0,5222.0,0.0019496544652791979
171,0.1,eigen_value,602956660.0,6455.0,0.0009309526907361937
172,0.01,eigen_value,771354671.0,7805.0,3.8344297759496105e-06
173,0.001,eigen_value,844101032.0,9069.0,3.943204980387111e-06
174,0.0001,eigen_value,952719115.0,10320.0,1.600643504844651e-05
175,1e-05,eigen_value,1070888266.0,11516.0,1.2450955974553647e-06
176,1e-06,eigen_value,1178996625.0,12803.0,0.00023552235932718422
177,1e-07,eigen_value,1467245358.0,14104.0,5.7659548967214926e-05
178,1e-08,eigen_value,1515116578.0,15459.0,1.5172392957114034e-05
179,1e-09,eigen_value,1529850909.0,16494.0,0.00013835667783852908
180,1.0,vector_delta,346880263.0,5433.0,18326.51206286738
181,0.1,vector_delta,345835799.0,5410.0,3194.5670393327687
182,0.01,vector_delta,209486552.0,3211.0,49.804111231696446
183,0.001,vector_delta,176010916.0,2656.0,0.7450949590224618
184,0.0001,vector_delta,263282446.0,4050.0,0.0069293520515631805
185,1e-05,vector_delta,350929130.0,5483.0,6.853677226486443e-05
186,1e-06,vector_delta,440331941.0,6852.0,6.881170854589058e-07
187,1e-07,vector_delta,510037326.0,7924.0,6.669148766569321e-09
188,1e-08,vector_delta,618165948.0,9491.0,1.8233584864191244e-10
189,1e-09,vector_delta,723876556.0,10816.0,3.6547532111796953e-09
190,1.0,eigen_value,460448520.0,4903.0,0.0011555627878374031
191,0.1,eigen_value,586937228.0,6284.0,7.031334892114938e-05
192,0.01,eigen_value,705204503.0,7626.0,2.4409527177304824e-07
193,0.001,eigen_value,828042736.0,8912.0,3.7232492777761196e-09
194,0.0001,eigen_value,943313727.0,10143.0,6.67214501426372e-10
195,1e-05,eigen_value,1059874211.0,11424.0,1.2689424888634448e-09
196,1e-06,eigen_value,1186853645.0,12532.0,1.8037065863119038e-08
197,1e-07,eigen_value,1296335859.0,13786.0,6.071607541180413e-09
198,1e-08,eigen_value,1468410805.0,15189.0,2.1848931552881368e-10
199,1e-09,eigen_value,1518541433.0,16146.0,3.0704097930822628e-09
200,1.0,vector_delta,309743212.0,4493.0,18675.53670761778
201,0.1,vector_delta,286802441.0,4361.0,2433.6196328698948
202,0.01,vector_delta,157976907.0,2339.0,228.76557435040326
203,0.001,vector_delta,198800091.0,3002.0,0.8162438532127809
204,0.0001,vector_delta,307817227.0,4763.0,0.007814882794167704
205,1e-05,vector_delta,419987747.0,6596.0,7.746988815671596e-05
206,1e-06,vector_delta,533050901.0,8358.0,8.03917521797759e-07
207,1e-07,vector_delta,645018132.0,10194.0,3.9217560978688224e-08
208,1e-08,vector_delta,761265383.0,12012.0,2.8975864818647777e-10
209,1e-09,vector_delta,854384503.0,13589.0,8.100298276580986e-10
210,1.0,eigen_value,560164029.0,6041.0,0.00813013262369193
211,0.1,eigen_value,722361685.0,7777.0,1.498199017087032e-05
212,0.01,eigen_value,858736716.0,9292.0,3.115907645783178e-06
213,0.001,eigen_value,1036647912.0,11160.0,2.27900626148525e-09
214,0.0001,eigen_value,1177988855.0,12683.0,3.0740387568783944e-10
215,1e-05,eigen_value,1309199652.0,14207.0,1.0188111687625677e-09
216,1e-06,eigen_value,1457641952.0,15623.0,9.569367154238506e-10
217,1e-07,eigen_value,1583509506.0,16925.0,1.3130192288990372e-09
218,1e-08,eigen_value,1802801549.0,18518.0,2.034131973971398e-10
219,1e-09,eigen_value,1816910535.0,19557.0,6.878374980701097e-10
220,1.0,vector_delta,288184645.0,4409.0,19074.643993213744
221,0.1,vector_delta,331906243.0,5149.0,2920.362129652087
222,0.01,vector_delta,151599929.0,2267.0,167.269743390646
223,0.001,vector_delta,181692219.0,2752.0,0.7150930751556315
224,0.0001,vector_delta,273682529.0,4186.0,0.006781820258007594
225,1e-05,vector_delta,358023700.0,5579.0,6.398713060743688e-05
226,1e-06,vector_delta,445742223.0,6973.0,6.364674113168434e-07
227,1e-07,vector_delta,534046062.0,8351.0,5.823072140032082e-09
228,1e-08,vector_delta,628923183.0,9881.0,1.3291080236399467e-10
229,1e-09,vector_delta,720764146.0,11259.0,1.321533371623218e-10
230,1.0,eigen_value,455443718.0,4851.0,0.001001989061699975
231,0.1,eigen_value,593368742.0,6339.0,1.3150379546065239e-05
232,0.01,eigen_value,722415883.0,7802.0,9.986314819521169e-08
233,0.001,eigen_value,854139480.0,9264.0,1.0946555750734889e-09
234,0.0001,eigen_value,982230482.0,10637.0,1.253106240994839e-10
235,1e-05,eigen_value,1172318641.0,12307.0,1.3452290836823976e-10
236,1e-06,eigen_value,1293065124.0,13606.0,1.507186464522192e-10
237,1e-07,eigen_value,1401337629.0,15155.0,9.382327803564294e-11
238,1e-08,eigen_value,1509755196.0,16305.0,1.5244747686438132e-10
239,1e-09,eigen_value,1705290433.0,18515.0,1.145351813391926e-10
240,1.0,vector_delta,286562294.0,4405.0,21239.888858080525
241,0.1,vector_delta,359944013.0,5545.0,2938.43193861879
242,0.01,vector_delta,217780512.0,3266.0,51.54348638200987
243,0.001,vector_delta,184404790.0,2684.0,0.7678115183439926
244,0.0001,vector_delta,286597382.0,4313.0,0.0073930731321012995
245,1e-05,vector_delta,385603822.0,5920.0,0.00012078308954690087
246,1e-06,vector_delta,464250801.0,7234.0,8.666079926945791e-05
247,1e-07,vector_delta,558230321.0,8481.0,0.0011679989593322481
248,1e-08,vector_delta,640109516.0,9831.0,0.001167994587085799
249,1e-09,vector_delta,706074783.0,11084.0,0.00018105291170424033
250,1.0,eigen_value,495646414.0,5158.0,0.02307857327605258
251,0.1,eigen_value,609718896.0,6529.0,5.3261960443511394e-05
252,0.01,eigen_value,745428098.0,7912.0,1.4526496733409111e-05
253,0.001,eigen_value,855397598.0,9217.0,1.875682920404742e-06
254,0.0001,eigen_value,1010025034.0,10550.0,3.6422088127130436e-06
255,1e-05,eigen_value,1092191148.0,11702.0,8.957134619986374e-05
256,1e-06,eigen_value,1184437823.0,12814.0,2.740983779534023e-05
257,1e-07,eigen_value,1416390786.0,14101.0,1.9186091531020465e-06
258,1e-08,eigen_value,1441849470.0,15097.0,6.490456162522307e-07
259,1e-09,eigen_value,1515398952.0,16375.0,0.0003819108831674889
260,1.0,vector_delta,314823199.0,4872.0,16330.745001887319
261,0.1,vector_delta,354662648.0,5429.0,2945.8087539347757
262,0.01,vector_delta,153823423.0,2280.0,62.03510358099133
263,0.001,vector_delta,175585066.0,2596.0,0.8016977570697068
264,0.0001,vector_delta,266119877.0,4093.0,0.00772539691588908
265,1e-05,vector_delta,360715395.0,5618.0,7.423245422000235e-05
266,1e-06,vector_delta,473987870.0,7404.0,1.3350018931745922e-06
267,1e-07,vector_delta,552682513.0,8729.0,1.0070817074669946e-06
268,1e-08,vector_delta,629619886.0,9824.0,2.3794997687787145e-08
269,1e-09,vector_delta,700761322.0,11075.0,2.376721276675653e-08
270,1.0,eigen_value,453516025.0,4829.0,0.07042078273829366
271,0.1,eigen_value,589161960.0,6281.0,1.0534293480528589e-05
272,0.01,eigen_value,742793738.0,7836.0,9.5585718366209e-07
273,0.001,eigen_value,862156706.0,9070.0,4.609767603574788e-05
274,0.0001,eigen_value,998202032.0,10505.0,7.374052293229738e-09
275,1e-05,eigen_value,1116874966.0,11935.0,2.0618775486980214e-09
276,1e-06,eigen_value,1207683927.0,13046.0,1.2554280846543974e-06
277,1e-07,eigen_value,1376007012.0,14478.0,8.74813856022172e-09
278,1e-08,eigen_value,1477019008.0,15719.0,1.4411198201891295e-07
279,1e-09,eigen_value,1673691877.0,16892.0,9.134806198574097e-08
280,1.0,vector_delta,286225089.0,4382.0,20703.816120117528
281,0.1,vector_delta,300140733.0,4640.0,2625.780722513738
282,0.01,vector_delta,88156448.0,1240.0,291.58823337458574
283,0.001,vector_delta,174950223.0,2617.0,93.54600786586994
284,0.0001,vector_delta,262460471.0,3981.0,93.18956257645883
285,1e-05,vector_delta,366476895.0,5663.0,5.163997197016101e-05
286,1e-06,vector_delta,452804758.0,7125.0,4.936300588553877e-07
287,1e-07,vector_delta,542057914.0,8541.0,5.164856986539235e-09
288,1e-08,vector_delta,638201365.0,10014.0,1.5207305636977254e-10
289,1e-09,vector_delta,732624285.0,11516.0,1.2850790653828881e-10
290,1.0,eigen_value,460656196.0,4943.0,0.0025527048204625658
291,0.1,eigen_value,611218423.0,6608.0,1.9213958347990003e-05
292,0.01,eigen_value,742009904.0,8028.0,1.5527330603504198e-07
293,0.001,eigen_value,881163230.0,9532.0,2.1326415833300416e-09
294,0.0001,eigen_value,1010392589.0,10931.0,1.6805699942779028e-10
295,1e-05,eigen_value,1160591888.0,12373.0,1.283942197005672e-10
296,1e-06,eigen_value,1286983832.0,13819.0,1.4718992247253481e-10
297,1e-07,eigen_value,1418022165.0,15350.0,1.3185783132030338e-10
298,1e-08,eigen_value,1535790672.0,16784.0,1.682381878254091e-10
299,1e-09,eigen_value,1661953617.0,17992.0,1.4939232073629681e-10
300,1.0,vector_delta,316924592.0,4864.0,18238.426994444922
301,0.1,vector_delta,320246964.0,4773.0,2648.425201077784
302,0.01,vector_delta,94237456.0,1250.0,66.43965358251472
303,0.001,vector_delta,176130087.0,2513.0,11.191686426818503
304,0.0001,vector_delta,310262842.0,4801.0,0.30489661257704725
305,1e-05,vector_delta,418639285.0,6503.0,0.2948132391885845
306,1e-06,vector_delta,527372684.0,8302.0,0.8044680662633817
307,1e-07,vector_delta,609468140.0,9636.0,0.8044549810037683
308,1e-08,vector_delta,701111619.0,11109.0,0.0009640916070895856
309,1e-09,vector_delta,783421279.0,12321.0,4.2224124398827705
310,1.0,eigen_value,599165876.0,6447.0,4.2274122779507
311,0.1,eigen_value,706142238.0,7607.0,0.03237709283830526
312,0.01,eigen_value,835762777.0,9030.0,1.8075541599250118
313,0.001,eigen_value,964523326.0,10412.0,0.00042205449747001467
314,0.0001,eigen_value,1108259922.0,11755.0,0.00012541301708068886
315,1e-05,eigen_value,1218472427.0,13186.0,0.0018515775225944253
316,1e-06,eigen_value,1321936120.0,14303.0,0.030160220698752058
317,1e-07,eigen_value,1444542621.0,15718.0,1.585155382457515e-05
318,1e-08,eigen_value,1569989950.0,16730.0,4.353359575830496e-05
319,1e-09,eigen_value,1671517734.0,17866.0,0.009496339617065388
320,1.0,vector_delta,341557009.0,5356.0,18903.66609314421
321,0.1,vector_delta,280608798.0,4364.0,3130.2335892685956
322,0.01,vector_delta,156443565.0,2279.0,67.17559132615307
323,0.001,vector_delta,191216465.0,2832.0,0.5439112345665259
324,0.0001,vector_delta,294948243.0,4477.0,0.005212814304138041
325,1e-05,vector_delta,398435630.0,6163.0,5.115869085849711e-05
326,1e-06,vector_delta,517974628.0,7679.0,4.598167657010599e-07
327,1e-07,vector_delta,605464082.0,9418.0,4.537536173465639e-09
328,1e-08,vector_delta,758761860.0,11554.0,8.035651255511311e-11
329,1e-09,vector_delta,839594350.0,13066.0,1.8849825034195078e-10
330,1.0,eigen_value,486148814.0,5164.0,0.0018494387038477877
331,0.1,eigen_value,694740508.0,7265.0,9.12088142831613e-05
332,0.01,eigen_value,827797393.0,8895.0,2.989024321231604e-07
333,0.001,eigen_value,944049201.0,10095.0,1.888944256567271e-09
334,0.0001,eigen_value,1127232094.0,12096.0,1.42965383975735e-10
335,1e-05,eigen_value,1226965819.0,13298.0,5.360733745796154e-10
336,1e-06,eigen_value,1352058027.0,14660.0,1.1277063505232831e-10
337,1e-07,eigen_value,1483241550.0,15993.0,1.129430526880526e-10
338,1e-08,eigen_value,1605795958.0,17207.0,1.1489627027572169e-10
339,1e-09,eigen_value,1682590354.0,18240.0,1.171926666820866e-10
340,1.0,vector_delta,336899472.0,5271.0,17975.013534031008
341,0.1,vector_delta,310533968.0,4774.0,2369.2759894832193
342,0.01,vector_delta,160859394.0,2237.0,102.85620479473526
343,0.001,vector_delta,190522602.0,2779.0,0.514570597488238
344,0.0001,vector_delta,304966265.0,4489.0,0.008241311432635925
345,1e-05,vector_delta,416950580.0,6156.0,7.981214112561918e-05
346,1e-06,vector_delta,501603487.0,7567.0,6.7503807927238316e-06
347,1e-07,vector_delta,599047644.0,9157.0,1.800192346326224e-05
348,1e-08,vector_delta,708606602.0,10808.0,3.426590587363165e-07
349,1e-09,vector_delta,781803944.0,11962.0,3.4259796702684755e-07
350,1.0,eigen_value,496795925.0,5270.0,0.02604836115791495
351,0.1,eigen_value,707320984.0,7075.0,9.056570328414005e-06
352,0.01,eigen_value,912598474.0,8479.0,2.847924121285317e-07
353,0.001,eigen_value,916863925.0,9951.0,7.497124887123619e-08
354,0.0001,eigen_value,1048884832.0,10811.0,1.3762017481155908e-09
355,1e-05,eigen_value,1149802120.0,12392.0,5.311049842567694e-05
356,1e-06,eigen_value,1297079551.0,13950.0,7.193108125180813e-07
357,1e-07,eigen_value,1394068266.0,15067.0,1.6718555897421438e-06
358,1e-08,eigen_value,1569114420.0,16274.0,1.3136575408934092e-06
359,1e-09,eigen_value,1623696934.0,17261.0,2.9112791049001885e-08
360,1.0,vector_delta,404020365.0,6216.0,20061.488363314184
361,0.1,vector_delta,292219303.0,4365.0,3333.432985861457
362,0.01,vector_delta,157915618.0,2325.0,255.44032220469555
363,0.001,vector_delta,198638683.0,2996.0,1.4732911361481857
364,0.0001,vector_delta,346739943.0,5363.0,0.01433942959963014
365,1e-05,vector_delta,550263752.0,8211.0,0.001967675626145962
366,1e-06,vector_delta,639458959.0,9267.0,0.0018383211286106872
367,1e-07,vector_delta,676826833.0,10734.0,0.0005116379306297425
368,1e-08,vector_delta,892099963.0,12320.0,0.003906946738169701
369,1e-09,vector_delta,1041263223.0,13414.0,0.06370281736940964
370,1.0,eigen_value,560495686.0,5801.0,0.0014744093575345296
371,0.1,eigen_value,787875991.0,8302.0,0.001462779448285172
372,0.01,eigen_value,925809353.0,10021.0,0.0004050267290343257
373,0.001,eigen_value,1073833677.0,11541.0,0.0004983407802980366
374,0.0001,eigen_value,1194018622.0,12930.0,3.299550538994085
375,1e-05,eigen_value,1309751858.0,13983.0,1.0628393239215939e-05
376,1e-06,eigen_value,1420532782.0,15396.0,0.004482977139393611
377,1e-07,eigen_value,1525807198.0,16480.0,0.0004937799651634123
378,1e-08,eigen_value,1660154286.0,17599.0,0.1591210844921166
379,1e-09,eigen_value,1757763469.0,18748.0,0.0036939142363219446
380,1.0,vector_delta,12758675.0,30.0,24841.195501467864
381,0.1,vector_delta,349662205.0,5424.0,2497.9346118631083
382,0.01,vector_delta,156208847.0,2333.0,44.66725696369518
383,0.001,vector_delta,162174265.0,2407.0,0.34990119774064365
384,0.0001,vector_delta,236824058.0,3606.0,0.0033050761847819563
385,1e-05,vector_delta,325095520.0,4959.0,3.149834776776217e-05
386,1e-06,vector_delta,410269026.0,6213.0,3.2987666145345427e-07
387,1e-07,vector_delta,491327768.0,7437.0,3.3082619133040223e-09
388,1e-08,vector_delta,567230015.0,8721.0,1.908698443742196e-10
389,1e-09,vector_delta,654694058.0,10018.0,1.8880204066817897e-10
390,1.0,eigen_value,407046970.0,4255.0,0.001798157268228291
391,0.1,eigen_value,525266087.0,5580.0,2.9034130261624824e-05
392,0.01,eigen_value,645658199.0,6887.0,1.2014427429818398e-07
393,0.001,eigen_value,774597283.0,8088.0,1.2152219852623603e-09
394,0.0001,eigen_value,885035712.0,9428.0,2.0069323980465015e-10
395,1e-05,eigen_value,1005111469.0,10712.0,1.8948142610497598e-10
396,1e-06,eigen_value,1124185920.0,11963.0,1.9293770137096545e-10
397,1e-07,eigen_value,1224245941.0,13156.0,1.7038129129787194e-10
398,1e-08,eigen_value,1372527880.0,14621.0,1.7100502347489056e-10
399,1e-09,eigen_value,1494366685.0,15875.0,1.9045517163363e-10
400,1.0,vector_delta,382833236.0,5568.0,21109.7666682257
401,0.1,vector_delta,309421315.0,4377.0,3669.678193594945
402,0.01,vector_delta,156544182.0,2323.0,71.22040069578233
403,0.001,vector_delta,273420447.0,4177.0,0.529030199946957
404,0.0001,vector_delta,359457093.0,5590.0,0.0055096631258402294
405,1e-05,vector_delta,414385784.0,6403.0,5.5724400958844384e-05
406,1e-06,vector_delta,551806010.0,8613.0,5.466937495991612e-07
407,1e-07,vector_delta,664818215.0,10363.0,5.32975630267087e-09
