,K,alpha,k,accuracy,precision,recall,n,norm
172,5.0,20.0,5.0,0.45,0.4677777777777778,0.43500000000000005,200.0,5.0
173,5.0,20.0,5.0,0.375,0.2911111111111111,0.36166666666666664,200.0,5.0
174,5.0,20.0,5.0,0.425,0.40583333333333327,0.40499999999999997,200.0,5.0
175,5.0,20.0,5.0,0.3,0.2719047619047619,0.2966666666666667,200.0,6.0
176,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,6.0
177,5.0,20.0,5.0,0.4,0.45,0.37666666666666665,200.0,6.0
178,5.0,20.0,5.0,0.425,0.3704761904761905,0.4066666666666666,200.0,6.0
179,5.0,20.0,5.0,0.425,0.39386363636363636,0.40499999999999997,200.0,6.0
180,5.0,20.0,5.0,0.3,0.2683333333333333,0.2966666666666667,200.0,7.0
181,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,7.0
182,5.0,20.0,5.0,0.45,0.4966666666666667,0.4216666666666667,200.0,7.0
183,5.0,20.0,5.0,0.4,0.3008333333333334,0.38166666666666665,200.0,7.0
184,5.0,20.0,5.0,0.375,0.39362637362637365,0.355,200.0,7.0
185,5.0,20.0,5.0,0.3,0.2683333333333333,0.2966666666666667,200.0,8.0
186,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,8.0
187,5.0,20.0,5.0,0.425,0.3939393939393939,0.3883333333333333,200.0,8.0
188,5.0,20.0,5.0,0.375,0.2786111111111111,0.35666666666666663,200.0,8.0
189,5.0,20.0,5.0,0.35,0.37916666666666665,0.335,200.0,8.0
190,5.0,20.0,5.0,0.3,0.2683333333333333,0.2966666666666667,200.0,9.0
191,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,9.0
192,5.0,20.0,5.0,0.425,0.3939393939393939,0.3883333333333333,200.0,9.0
193,5.0,20.0,5.0,0.375,0.2791666666666667,0.35666666666666663,200.0,9.0
194,5.0,20.0,5.0,0.325,0.275,0.31,200.0,9.0
195,5.0,20.0,5.0,0.3,0.2683333333333333,0.2966666666666667,200.0,10.0
196,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,10.0
197,5.0,20.0,5.0,0.45,0.4366666666666667,0.4133333333333334,200.0,10.0
198,5.0,20.0,5.0,0.375,0.2791666666666667,0.35666666666666663,200.0,10.0
199,5.0,20.0,5.0,0.325,0.275,0.31,200.0,10.0
200,5.0,20.0,5.0,0.6666666666666666,0.6541239316239317,0.6375,300.0,1.0
201,5.0,20.0,5.0,0.5666666666666667,0.5903205128205127,0.5446428571428572,300.0,1.0
202,5.0,20.0,5.0,0.5166666666666667,0.49722222222222223,0.5059523809523809,300.0,1.0
203,5.0,20.0,5.0,0.55,0.6218633817163228,0.530952380952381,300.0,1.0
204,5.0,20.0,5.0,0.55,0.5612121212121213,0.5146428571428572,300.0,1.0
205,5.0,20.0,5.0,0.65,0.657558275058275,0.6208333333333333,300.0,2.0
206,5.0,20.0,5.0,0.6333333333333333,0.6480952380952381,0.6295238095238095,300.0,2.0
207,5.0,20.0,5.0,0.5333333333333333,0.47700577200577204,0.5092857142857142,300.0,2.0
208,5.0,20.0,5.0,0.5833333333333334,0.5951785714285714,0.567063492063492,300.0,2.0
209,5.0,20.0,5.0,0.48333333333333334,0.4128787878787879,0.4511904761904762,300.0,2.0
210,5.0,20.0,5.0,0.6166666666666667,0.6694444444444445,0.595,300.0,3.0
211,5.0,20.0,5.0,0.6333333333333333,0.6431962481962482,0.6211904761904762,300.0,3.0
212,5.0,20.0,5.0,0.5166666666666667,0.45690476190476187,0.4967857142857143,300.0,3.0
213,5.0,20.0,5.0,0.5833333333333334,0.601845238095238,0.5637301587301586,300.0,3.0
214,5.0,20.0,5.0,0.4666666666666667,0.41645021645021646,0.43690476190476185,300.0,3.0
215,5.0,20.0,5.0,0.6333333333333333,0.6765290265290265,0.6116666666666667,300.0,4.0
216,5.0,20.0,5.0,0.6333333333333333,0.6519841269841269,0.6211904761904762,300.0,4.0
217,5.0,20.0,5.0,0.48333333333333334,0.4152380952380953,0.4642857142857143,300.0,4.0
218,5.0,20.0,5.0,0.5833333333333334,0.6423809523809523,0.5637301587301586,300.0,4.0
219,5.0,20.0,5.0,0.4666666666666667,0.39357142857142857,0.4386904761904762,300.0,4.0
220,5.0,20.0,5.0,0.6,0.5965656565656565,0.5700000000000001,300.0,5.0
221,5.0,20.0,5.0,0.6333333333333333,0.6644871794871794,0.6261904761904762,300.0,5.0
222,5.0,20.0,5.0,0.48333333333333334,0.41087301587301583,0.46845238095238095,300.0,5.0
223,5.0,20.0,5.0,0.6,0.669047619047619,0.578015873015873,300.0,5.0
224,5.0,20.0,5.0,0.45,0.3939393939393939,0.42202380952380947,300.0,5.0
225,5.0,20.0,5.0,0.5833333333333334,0.5860528360528361,0.545,300.0,6.0
226,5.0,20.0,5.0,0.6333333333333333,0.6644871794871794,0.6261904761904762,300.0,6.0
227,5.0,20.0,5.0,0.5,0.41801587301587306,0.4809523809523809,300.0,6.0
228,5.0,20.0,5.0,0.6,0.6657359307359306,0.578015873015873,300.0,6.0
229,5.0,20.0,5.0,0.43333333333333335,0.3812121212121212,0.40773809523809523,300.0,6.0
230,5.0,20.0,5.0,0.5666666666666667,0.4872252747252747,0.5283333333333333,300.0,7.0
231,5.0,20.0,5.0,0.65,0.6708333333333333,0.6353571428571428,300.0,7.0
232,5.0,20.0,5.0,0.48333333333333334,0.4069047619047619,0.46845238095238095,300.0,7.0
233,5.0,20.0,5.0,0.5833333333333334,0.6574025974025973,0.5669047619047618,300.0,7.0
234,5.0,20.0,5.0,0.43333333333333335,0.41,0.40773809523809523,300.0,7.0
235,5.0,20.0,5.0,0.55,0.47211538461538466,0.5116666666666667,300.0,8.0
236,5.0,20.0,5.0,0.65,0.6708333333333333,0.6353571428571428,300.0,8.0
237,5.0,20.0,5.0,0.48333333333333334,0.41166666666666674,0.46845238095238095,300.0,8.0
238,5.0,20.0,5.0,0.6,0.6769264069264068,0.5835714285714285,300.0,8.0
239,5.0,20.0,5.0,0.43333333333333335,0.38246031746031744,0.40773809523809523,300.0,8.0
240,5.0,20.0,5.0,0.5666666666666667,0.4957750582750583,0.5316666666666667,300.0,9.0
241,5.0,20.0,5.0,0.65,0.6708333333333333,0.6353571428571428,300.0,9.0
242,5.0,20.0,5.0,0.48333333333333334,0.4138888888888889,0.46845238095238095,300.0,9.0
243,5.0,20.0,5.0,0.6,0.6769264069264068,0.5835714285714285,300.0,9.0
244,5.0,20.0,5.0,0.43333333333333335,0.3745454545454545,0.4053571428571428,300.0,9.0
245,5.0,20.0,5.0,0.5666666666666667,0.4957750582750583,0.5316666666666667,300.0,10.0
246,5.0,20.0,5.0,0.6333333333333333,0.661904761904762,0.6186904761904761,300.0,10.0
247,5.0,20.0,5.0,0.5,0.42161255411255416,0.4809523809523809,300.0,10.0
248,5.0,20.0,5.0,0.5833333333333334,0.6619264069264068,0.5724603174603174,300.0,10.0
249,5.0,20.0,5.0,0.45,0.378989898989899,0.42380952380952375,300.0,10.0
250,5.0,20.0,5.0,0.7,0.713939393939394,0.699047619047619,400.0,1.0
251,5.0,20.0,5.0,0.675,0.6925,0.665873015873016,400.0,1.0
252,5.0,20.0,5.0,0.6875,0.7285622710622711,0.6904761904761905,400.0,1.0
253,5.0,20.0,5.0,0.65,0.6531401931401932,0.6503571428571429,400.0,1.0
254,5.0,20.0,5.0,0.7625,0.7656135531135531,0.7548809523809522,400.0,1.0
255,5.0,20.0,5.0,0.7125,0.7183927183927183,0.712936507936508,400.0,2.0
256,5.0,20.0,5.0,0.7375,0.748510101010101,0.7297619047619047,400.0,2.0
257,5.0,20.0,5.0,0.675,0.7213797313797314,0.6693650793650793,400.0,2.0
258,5.0,20.0,5.0,0.7125,0.7311363636363636,0.7146428571428571,400.0,2.0
259,5.0,20.0,5.0,0.75,0.7807326007326008,0.7503174603174603,400.0,2.0
260,5.0,20.0,5.0,0.7,0.6979256854256854,0.6962698412698411,400.0,3.0
261,5.0,20.0,5.0,0.7,0.7049062049062049,0.6936507936507936,400.0,3.0
262,5.0,20.0,5.0,0.6875,0.7238400488400489,0.6893253968253968,400.0,3.0
263,5.0,20.0,5.0,0.725,0.7333874458874459,0.7271428571428571,400.0,3.0
264,5.0,20.0,5.0,0.75,0.7757326007326009,0.7461507936507937,400.0,3.0
265,5.0,20.0,5.0,0.6875,0.688998778998779,0.6796031746031745,400.0,4.0
266,5.0,20.0,5.0,0.6875,0.691969696969697,0.6825396825396826,400.0,4.0
267,5.0,20.0,5.0,0.6375,0.6575252525252525,0.6332539682539682,400.0,4.0
268,5.0,20.0,5.0,0.7125,0.7233225108225108,0.7188095238095238,400.0,4.0
269,5.0,20.0,5.0,0.75,0.7684598734598735,0.740595238095238,400.0,4.0
270,5.0,20.0,5.0,0.65,0.6523809523809523,0.6448809523809522,400.0,5.0
271,5.0,20.0,5.0,0.675,0.671969696969697,0.6682539682539682,400.0,5.0
272,5.0,20.0,5.0,0.65,0.6699764124764125,0.6457539682539681,400.0,5.0
273,5.0,20.0,5.0,0.6625,0.6704761904761904,0.6645238095238095,400.0,5.0
274,5.0,20.0,5.0,0.7625,0.7741558441558442,0.751706349206349,400.0,5.0
275,5.0,20.0,5.0,0.6375,0.6281746031746032,0.6337698412698411,400.0,6.0
276,5.0,20.0,5.0,0.675,0.6801748251748252,0.6682539682539682,400.0,6.0
277,5.0,20.0,5.0,0.6375,0.6582556332556333,0.6332539682539682,400.0,6.0
278,5.0,20.0,5.0,0.675,0.6844444444444444,0.6770238095238096,400.0,6.0
279,5.0,20.0,5.0,0.775,0.8147619047619049,0.7683730158730159,400.0,6.0
280,5.0,20.0,5.0,0.6375,0.6281746031746032,0.6337698412698411,400.0,7.0
281,5.0,20.0,5.0,0.6625,0.6722077922077923,0.6557539682539681,400.0,7.0
282,5.0,20.0,5.0,0.6375,0.6633349983349983,0.6332539682539682,400.0,7.0
283,5.0,20.0,5.0,0.65,0.6616883116883117,0.6478571428571429,400.0,7.0
284,5.0,20.0,5.0,0.775,0.8147619047619049,0.7683730158730159,400.0,7.0
285,5.0,20.0,5.0,0.65,0.6342352092352093,0.6462698412698412,400.0,8.0
286,5.0,20.0,5.0,0.65,0.6582792207792207,0.6414682539682539,400.0,8.0
287,5.0,20.0,5.0,0.6375,0.6633349983349983,0.6332539682539682,400.0,8.0
288,5.0,20.0,5.0,0.65,0.6616883116883117,0.6478571428571429,400.0,8.0
289,5.0,20.0,5.0,0.7625,0.8074891774891775,0.751706349206349,400.0,8.0
290,5.0,20.0,5.0,0.6375,0.620901875901876,0.6296031746031746,400.0,9.0
291,5.0,20.0,5.0,0.65,0.6582792207792207,0.6414682539682539,400.0,9.0
292,5.0,20.0,5.0,0.65,0.6830319680319681,0.6457539682539681,400.0,9.0
293,5.0,20.0,5.0,0.6625,0.6783549783549784,0.6603571428571429,400.0,9.0
294,5.0,20.0,5.0,0.775,0.8173260073260075,0.7628174603174603,400.0,9.0
295,5.0,20.0,5.0,0.65,0.6375685425685427,0.6462698412698413,400.0,10.0
296,5.0,20.0,5.0,0.65,0.6513095238095239,0.6414682539682539,400.0,10.0
297,5.0,20.0,5.0,0.6375,0.6710064935064934,0.6332539682539682,400.0,10.0
298,5.0,20.0,5.0,0.6625,0.6783549783549784,0.6603571428571429,400.0,10.0
299,5.0,20.0,5.0,0.7625,0.8039926739926742,0.7461507936507935,400.0,10.0
300,5.0,20.0,5.0,0.425,0.37825396825396823,0.4033333333333333,200.0,1.0
301,5.0,20.0,5.0,0.5,0.42642857142857143,0.445,200.0,1.0
302,5.0,20.0,5.0,0.475,0.515,0.45999999999999996,200.0,1.0
303,5.0,20.0,5.0,0.35,0.31893939393939397,0.3416666666666667,200.0,1.0
304,5.0,20.0,5.0,0.375,0.3583333333333333,0.36,200.0,1.0
305,5.0,20.0,5.0,0.4,0.3584126984126984,0.3833333333333333,200.0,2.0
306,5.0,20.0,5.0,0.5,0.4447619047619048,0.4533333333333333,200.0,2.0
307,5.0,20.0,5.0,0.425,0.4575,0.41500000000000004,200.0,2.0
308,5.0,20.0,5.0,0.375,0.3175,0.36666666666666664,200.0,2.0
309,5.0,20.0,5.0,0.4,0.3761904761904762,0.38,200.0,2.0
310,5.0,20.0,5.0,0.3,0.3056349206349206,0.29333333333333333,200.0,3.0
311,5.0,20.0,5.0,0.475,0.4197619047619048,0.42000000000000004,200.0,3.0
312,5.0,20.0,5.0,0.425,0.4575,0.41500000000000004,200.0,3.0
313,5.0,20.0,5.0,0.35,0.31785714285714284,0.3416666666666667,200.0,3.0
314,5.0,20.0,5.0,0.425,0.3820779220779221,0.40499999999999997,200.0,3.0
315,5.0,20.0,5.0,0.275,0.2892063492063492,0.2633333333333333,200.0,4.0
316,5.0,20.0,5.0,0.5,0.43611111111111106,0.445,200.0,4.0
317,5.0,20.0,5.0,0.425,0.45619047619047626,0.41500000000000004,200.0,4.0
318,5.0,20.0,5.0,0.375,0.28833333333333333,0.36166666666666664,200.0,4.0
319,5.0,20.0,5.0,0.375,0.3502930402930403,0.355,200.0,4.0
320,5.0,20.0,5.0,0.275,0.2785714285714286,0.2633333333333333,200.0,5.0
321,5.0,20.0,5.0,0.525,0.4867063492063492,0.47000000000000003,200.0,5.0
322,5.0,20.0,5.0,0.45,0.4677777777777778,0.43500000000000005,200.0,5.0
323,5.0,20.0,5.0,0.375,0.2911111111111111,0.36166666666666664,200.0,5.0
324,5.0,20.0,5.0,0.425,0.40583333333333327,0.40499999999999997,200.0,5.0
325,5.0,20.0,5.0,0.3,0.2719047619047619,0.2966666666666667,200.0,6.0
326,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,6.0
327,5.0,20.0,5.0,0.4,0.45,0.37666666666666665,200.0,6.0
328,5.0,20.0,5.0,0.425,0.3704761904761905,0.4066666666666666,200.0,6.0
329,5.0,20.0,5.0,0.425,0.39386363636363636,0.40499999999999997,200.0,6.0
330,5.0,20.0,5.0,0.3,0.2683333333333333,0.2966666666666667,200.0,7.0
331,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,7.0
332,5.0,20.0,5.0,0.45,0.4966666666666667,0.4216666666666667,200.0,7.0
333,5.0,20.0,5.0,0.4,0.3008333333333334,0.38166666666666665,200.0,7.0
334,5.0,20.0,5.0,0.375,0.39362637362637365,0.355,200.0,7.0
335,5.0,20.0,5.0,0.3,0.2683333333333333,0.2966666666666667,200.0,8.0
336,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,8.0
337,5.0,20.0,5.0,0.425,0.3939393939393939,0.3883333333333333,200.0,8.0
338,5.0,20.0,5.0,0.375,0.2786111111111111,0.35666666666666663,200.0,8.0
339,5.0,20.0,5.0,0.35,0.37916666666666665,0.335,200.0,8.0
340,5.0,20.0,5.0,0.3,0.2683333333333333,0.2966666666666667,200.0,9.0
341,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,9.0
342,5.0,20.0,5.0,0.425,0.3939393939393939,0.3883333333333333,200.0,9.0
343,5.0,20.0,5.0,0.375,0.2791666666666667,0.35666666666666663,200.0,9.0
344,5.0,20.0,5.0,0.325,0.275,0.31,200.0,9.0
345,5.0,20.0,5.0,0.3,0.2683333333333333,0.2966666666666667,200.0,10.0
346,5.0,20.0,5.0,0.5,0.4989285714285714,0.445,200.0,10.0
347,5.0,20.0,5.0,0.45,0.4366666666666667,0.4133333333333334,200.0,10.0
348,5.0,20.0,5.0,0.375,0.2791666666666667,0.35666666666666663,200.0,10.0
349,5.0,20.0,5.0,0.325,0.275,0.31,200.0,10.0
350,5.0,20.0,5.0,0.6666666666666666,0.6541239316239317,0.6375,300.0,1.0
351,5.0,20.0,5.0,0.5666666666666667,0.5903205128205127,0.5446428571428572,300.0,1.0
352,5.0,20.0,5.0,0.5166666666666667,0.49722222222222223,0.5059523809523809,300.0,1.0
353,5.0,20.0,5.0,0.55,0.6218633817163228,0.530952380952381,300.0,1.0
354,5.0,20.0,5.0,0.55,0.5612121212121213,0.5146428571428572,300.0,1.0
355,5.0,20.0,5.0,0.65,0.657558275058275,0.6208333333333333,300.0,2.0
356,5.0,20.0,5.0,0.6333333333333333,0.6480952380952381,0.6295238095238095,300.0,2.0
357,5.0,20.0,5.0,0.5333333333333333,0.47700577200577204,0.5092857142857142,300.0,2.0
358,5.0,20.0,5.0,0.5833333333333334,0.5951785714285714,0.567063492063492,300.0,2.0
359,5.0,20.0,5.0,0.48333333333333334,0.4128787878787879,0.4511904761904762,300.0,2.0
360,5.0,20.0,5.0,0.6166666666666667,0.6694444444444445,0.595,300.0,3.0
361,5.0,20.0,5.0,0.6333333333333333,0.6431962481962482,0.6211904761904762,300.0,3.0
362,5.0,20.0,5.0,0.5166666666666667,0.45690476190476187,0.4967857142857143,300.0,3.0
363,5.0,20.0,5.0,0.5833333333333334,0.601845238095238,0.5637301587301586,300.0,3.0
364,5.0,20.0,5.0,0.4666666666666667,0.41645021645021646,0.43690476190476185,300.0,3.0
365,5.0,20.0,5.0,0.6333333333333333,0.6765290265290265,0.6116666666666667,300.0,4.0
366,5.0,20.0,5.0,0.6333333333333333,0.6519841269841269,0.6211904761904762,300.0,4.0
367,5.0,20.0,5.0,0.48333333333333334,0.4152380952380953,0.4642857142857143,300.0,4.0
368,5.0,20.0,5.0,0.5833333333333334,0.6423809523809523,0.5637301587301586,300.0,4.0
369,5.0,20.0,5.0,0.4666666666666667,0.39357142857142857,0.4386904761904762,300.0,4.0
370,5.0,20.0,5.0,0.6,0.5965656565656565,0.5700000000000001,300.0,5.0
371,5.0,20.0,5.0,0.6333333333333333,0.6644871794871794,0.6261904761904762,300.0,5.0
372,5.0,20.0,5.0,0.48333333333333334,0.41087301587301583,0.46845238095238095,300.0,5.0
373,5.0,20.0,5.0,0.6,0.669047619047619,0.578015873015873,300.0,5.0
374,5.0,20.0,5.0,0.45,0.3939393939393939,0.42202380952380947,300.0,5.0
375,5.0,20.0,5.0,0.5833333333333334,0.5860528360528361,0.545,300.0,6.0
376,5.0,20.0,5.0,0.6333333333333333,0.6644871794871794,0.6261904761904762,300.0,6.0
377,5.0,20.0,5.0,0.5,0.41801587301587306,0.4809523809523809,300.0,6.0
378,5.0,20.0,5.0,0.6,0.6657359307359306,0.578015873015873,300.0,6.0
379,5.0,20.0,5.0,0.43333333333333335,0.3812121212121212,0.40773809523809523,300.0,6.0
380,5.0,20.0,5.0,0.5666666666666667,0.4872252747252747,0.5283333333333333,300.0,7.0
381,5.0,20.0,5.0,0.65,0.6708333333333333,0.6353571428571428,300.0,7.0
382,5.0,20.0,5.0,0.48333333333333334,0.4069047619047619,0.46845238095238095,300.0,7.0
383,5.0,20.0,5.0,0.5833333333333334,0.6574025974025973,0.5669047619047618,300.0,7.0
384,5.0,20.0,5.0,0.43333333333333335,0.41,0.40773809523809523,300.0,7.0
385,5.0,20.0,5.0,0.55,0.47211538461538466,0.5116666666666667,300.0,8.0
386,5.0,20.0,5.0,0.65,0.6708333333333333,0.6353571428571428,300.0,8.0
387,5.0,20.0,5.0,0.48333333333333334,0.41166666666666674,0.46845238095238095,300.0,8.0
388,5.0,20.0,5.0,0.6,0.6769264069264068,0.5835714285714285,300.0,8.0
389,5.0,20.0,5.0,0.43333333333333335,0.38246031746031744,0.40773809523809523,300.0,8.0
390,5.0,20.0,5.0,0.5666666666666667,0.4957750582750583,0.5316666666666667,300.0,9.0
391,5.0,20.0,5.0,0.65,0.6708333333333333,0.6353571428571428,300.0,9.0
392,5.0,20.0,5.0,0.48333333333333334,0.4138888888888889,0.46845238095238095,300.0,9.0
393,5.0,20.0,5.0,0.6,0.6769264069264068,0.5835714285714285,300.0,9.0
394,5.0,20.0,5.0,0.43333333333333335,0.3745454545454545,0.4053571428571428,300.0,9.0
395,5.0,20.0,5.0,0.5666666666666667,0.4957750582750583,0.5316666666666667,300.0,10.0
396,5.0,20.0,5.0,0.6333333333333333,0.661904761904762,0.6186904761904761,300.0,10.0
397,5.0,20.0,5.0,0.5,0.42161255411255416,0.4809523809523809,300.0,10.0
398,5.0,20.0,5.0,0.5833333333333334,0.6619264069264068,0.5724603174603174,300.0,10.0
399,5.0,20.0,5.0,0.45,0.378989898989899,0.42380952380952375,300.0,10.0
400,5.0,20.0,5.0,0.7,0.713939393939394,0.699047619047619,400.0,1.0
401,5.0,20.0,5.0,0.675,0.6925,0.665873015873016,400.0,1.0
402,5.0,20.0,5.0,0.6875,0.7285622710622711,0.6904761904761905,400.0,1.0
403,5.0,20.0,5.0,0.65,0.6531401931401932,0.6503571428571429,400.0,1.0
404,5.0,20.0,5.0,0.7625,0.7656135531135531,0.7548809523809522,400.0,1.0
405,5.0,20.0,5.0,0.7125,0.7183927183927183,0.712936507936508,400.0,2.0
406,5.0,20.0,5.0,0.7375,0.748510101010101,0.7297619047619047,400.0,2.0
407,5.0,20.0,5.0,0.675,0.7213797313797314,0.6693650793650793,400.0,2.0
408,5.0,20.0,5.0,0.7125,0.7311363636363636,0.7146428571428571,400.0,2.0
409,5.0,20.0,5.0,0.75,0.7807326007326008,0.7503174603174603,400.0,2.0
410,5.0,20.0,5.0,0.7,0.6979256854256854,0.6962698412698411,400.0,3.0
411,5.0,20.0,5.0,0.7,0.7049062049062049,0.6936507936507936,400.0,3.0
412,5.0,20.0,5.0,0.6875,0.7238400488400489,0.6893253968253968,400.0,3.0
413,5.0,20.0,5.0,0.725,0.7333874458874459,0.7271428571428571,400.0,3.0
414,5.0,20.0,5.0,0.75,0.7757326007326009,0.7461507936507937,400.0,3.0
415,5.0,20.0,5.0,0.6875,0.688998778998779,0.6796031746031745,400.0,4.0
416,5.0,20.0,5.0,0.6875,0.691969696969697,0.6825396825396826,400.0,4.0
417,5.0,20.0,5.0,0.6375,0.6575252525252525,0.6332539682539682,400.0,4.0
418,5.0,20.0,5.0,0.7125,0.7233225108225108,0.7188095238095238,400.0,4.0
419,5.0,20.0,5.0,0.75,0.7684598734598735,0.740595238095238,400.0,4.0
420,5.0,20.0,5.0,0.65,0.6523809523809523,0.6448809523809522,400.0,5.0
421,5.0,20.0,5.0,0.675,0.671969696969697,0.6682539682539682,400.0,5.0
422,5.0,20.0,5.0,0.65,0.6699764124764125,0.6457539682539681,400.0,5.0
423,5.0,20.0,5.0,0.6625,0.6704761904761904,0.6645238095238095,400.0,5.0
424,5.0,20.0,5.0,0.7625,0.7741558441558442,0.751706349206349,400.0,5.0
425,5.0,20.0,5.0,0.6375,0.6281746031746032,0.6337698412698411,400.0,6.0
426,5.0,20.0,5.0,0.675,0.6801748251748252,0.6682539682539682,400.0,6.0
427,5.0,20.0,5.0,0.6375,0.6582556332556333,0.6332539682539682,400.0,6.0
428,5.0,20.0,5.0,0.675,0.6844444444444444,0.6770238095238096,400.0,6.0
429,5.0,20.0,5.0,0.775,0.8147619047619049,0.7683730158730159,400.0,6.0
430,5.0,20.0,5.0,0.6375,0.6281746031746032,0.6337698412698411,400.0,7.0
431,5.0,20.0,5.0,0.6625,0.6722077922077923,0.6557539682539681,400.0,7.0
432,5.0,20.0,5.0,0.6375,0.6633349983349983,0.6332539682539682,400.0,7.0
433,5.0,20.0,5.0,0.65,0.6616883116883117,0.6478571428571429,400.0,7.0
434,5.0,20.0,5.0,0.775,0.8147619047619049,0.7683730158730159,400.0,7.0
435,5.0,20.0,5.0,0.65,0.6342352092352093,0.6462698412698412,400.0,8.0
436,5.0,20.0,5.0,0.65,0.6582792207792207,0.6414682539682539,400.0,8.0
437,5.0,20.0,5.0,0.6375,0.6633349983349983,0.6332539682539682,400.0,8.0
438,5.0,20.0,5.0,0.65,0.6616883116883117,0.6478571428571429,400.0,8.0
439,5.0,20.0,5.0,0.7625,0.8074891774891775,0.751706349206349,400.0,8.0
440,5.0,20.0,5.0,0.6375,0.620901875901876,0.6296031746031746,400.0,9.0
441,5.0,20.0,5.0,0.65,0.6582792207792207,0.6414682539682539,400.0,9.0
442,5.0,20.0,5.0,0.65,0.6830319680319681,0.6457539682539681,400.0,9.0
443,5.0,20.0,5.0,0.6625,0.6783549783549784,0.6603571428571429,400.0,9.0
444,5.0,20.0,5.0,0.775,0.8173260073260075,0.7628174603174603,400.0,9.0
445,5.0,20.0,5.0,0.65,0.6375685425685427,0.6462698412698413,400.0,10.0
446,5.0,20.0,5.0,0.65,0.6513095238095239,0.6414682539682539,400.0,10.0
447,5.0,20.0,5.0,0.6375,0.6710064935064934,0.6332539682539682,400.0,10.0
448,5.0,20.0,5.0,0.6625,0.6783549783549784,0.6603571428571429,400.0,10.0
449,5.0,20.0,5.0,0.7625,0.8039926739926742,0.7461507936507935,400.0,10.0
450,5.0,20.0,5.0,0.78,0.8159324009324009,0.7809848484848485,500.0,1.0
451,5.0,20.0,5.0,0.71,0.7089285714285714,0.7023407148407148,500.0,1.0
452,5.0,20.0,5.0,0.75,0.753929403929404,0.747387334887335,500.0,1.0
453,5.0,20.0,5.0,0.81,0.8281460206460206,0.8125582750582749,500.0,1.0
454,5.0,20.0,5.0,0.77,0.7798971861471862,0.7676262626262627,500.0,1.0
455,5.0,20.0,5.0,0.78,0.8137196137196137,0.7843939393939394,500.0,2.0
456,5.0,20.0,5.0,0.76,0.76245670995671,0.7536441336441337,500.0,2.0
457,5.0,20.0,5.0,0.74,0.7377922077922079,0.7376748251748253,500.0,2.0
458,5.0,20.0,5.0,0.81,0.8266558441558441,0.8125582750582749,500.0,2.0
459,5.0,20.0,5.0,0.78,0.7930894105894106,0.7758838383838385,500.0,2.0
460,5.0,20.0,5.0,0.77,0.7923659673659674,0.7707828282828284,500.0,3.0
461,5.0,20.0,5.0,0.77,0.7788023088023088,0.7675330225330226,500.0,3.0
462,5.0,20.0,5.0,0.74,0.751013431013431,0.736478243978244,500.0,3.0
463,5.0,20.0,5.0,0.8,0.8190800865800867,0.8048659673659673,500.0,3.0
464,5.0,20.0,5.0,0.8,0.815556943056943,0.7967171717171716,500.0,3.0
465,5.0,20.0,5.0,0.75,0.774055944055944,0.748560606060606,500.0,4.0
466,5.0,20.0,5.0,0.77,0.7807720057720058,0.7661441336441337,500.0,4.0
467,5.0,20.0,5.0,0.8,0.8091142191142191,0.8023115773115774,500.0,4.0
468,5.0,20.0,5.0,0.81,0.8288888888888888,0.8091394716394718,500.0,4.0
469,5.0,20.0,5.0,0.81,0.819628010878011,0.80489898989899,500.0,4.0
470,5.0,20.0,5.0,0.77,0.805246558996559,0.7687626262626264,500.0,5.0
471,5.0,20.0,5.0,0.76,0.7636507936507937,0.7482051282051282,500.0,5.0
472,5.0,20.0,5.0,0.78,0.7928121878121879,0.7777816627816628,500.0,5.0
473,5.0,20.0,5.0,0.8,0.8131313131313131,0.8000485625485625,500.0,5.0
474,5.0,20.0,5.0,0.8,0.8108780108780109,0.7965656565656566,500.0,5.0
475,5.0,20.0,5.0,0.75,0.7746575646575646,0.7493181818181819,500.0,6.0
476,5.0,20.0,5.0,0.77,0.7967948717948717,0.7613364413364414,500.0,6.0
477,5.0,20.0,5.0,0.77,0.786035631035631,0.7652816627816629,500.0,6.0
478,5.0,20.0,5.0,0.8,0.8172871572871573,0.8000485625485625,500.0,6.0
479,5.0,20.0,5.0,0.81,0.8186954711954713,0.8065656565656566,500.0,6.0
480,5.0,20.0,5.0,0.75,0.7741081141081141,0.7493181818181819,500.0,7.0
481,5.0,20.0,5.0,0.78,0.8135989010989011,0.7704273504273504,500.0,7.0
482,5.0,20.0,5.0,0.75,0.7636913086913086,0.7441705516705517,500.0,7.0
483,5.0,20.0,5.0,0.79,0.8038023088023089,0.7861499611499612,500.0,7.0
484,5.0,20.0,5.0,0.8,0.8071803196803197,0.7974747474747476,500.0,7.0
485,5.0,20.0,5.0,0.73,0.7659594572094572,0.7282070707070708,500.0,8.0
