,K,alpha,k,accuracy,precision,recall
198,10.0,0.0,45.0,0.915,0.9200833501938179,0.9134336809934569
199,10.0,0.0,50.0,0.908,0.9144686470153065,0.9064078399478138
200,10.0,0.0,60.0,0.903,0.9100730628700727,0.9012146406032986
201,10.0,0.0,70.0,0.9,0.9077858851279371,0.8981523936397359
202,10.0,0.0,80.0,0.893,0.9024917564700161,0.8909562747724993
203,10.0,0.0,90.0,0.886,0.8968495683041595,0.8839854547292457
204,10.0,0.0,1.0,0.945,0.947339131474142,0.9439056159871606
205,10.0,0.0,2.0,0.93,0.9328944326448226,0.9288316381592381
206,10.0,0.0,3.0,0.945,0.9467873105529787,0.9435477132775147
207,10.0,0.0,4.0,0.944,0.9465943426746959,0.9428611044080574
208,10.0,0.0,5.0,0.945,0.9479000705093175,0.944196909528039
209,10.0,0.0,6.0,0.943,0.9455272452171897,0.9421774167506853
210,10.0,0.0,7.0,0.936,0.9393803137105259,0.9350336174154956
211,10.0,0.0,8.0,0.942,0.9450177739444655,0.9414303646137879
212,10.0,0.0,9.0,0.942,0.9455091940739138,0.9413007356998373
213,10.0,0.0,10.0,0.94,0.9437075804107108,0.9393290962281977
214,10.0,0.0,11.0,0.936,0.9394103568786178,0.9353271621205949
215,10.0,0.0,12.0,0.935,0.9383561987932086,0.9342049805777662
216,10.0,0.0,13.0,0.934,0.9373391241886339,0.9332743033692811
217,10.0,0.0,14.0,0.934,0.9372303469484675,0.9334256360271276
218,10.0,0.0,15.0,0.931,0.9345342729868659,0.9303655903920699
219,10.0,0.0,16.0,0.93,0.9341267669546489,0.9293030551625527
220,10.0,0.0,17.0,0.932,0.9359871393441794,0.9315225611042507
221,10.0,0.0,18.0,0.929,0.9331862252124832,0.9283609274163013
222,10.0,0.0,19.0,0.93,0.9349992715424698,0.929279235527907
223,10.0,0.0,20.0,0.927,0.9320284343173204,0.9264364343835607
224,10.0,0.0,21.0,0.925,0.9299400820124974,0.9242499519459919
225,10.0,0.0,22.0,0.925,0.9301415523926482,0.9243851523322787
