,n_autovalores,criterio,tiempo
875,10.0,eigen_value,9.293199976
876,10.0,iteration,7.055521802
877,10.0,vector_delta,0.000209854
878,10.0,eigen_value,10.250762493
879,10.0,iteration,7.152509737
880,10.0,vector_delta,0.000210164
881,10.0,eigen_value,9.159078854
882,10.0,iteration,7.140098718
883,10.0,vector_delta,0.000210174
884,10.0,eigen_value,10.320359373
885,10.0,iteration,7.05673552
886,10.0,vector_delta,0.000209884
887,10.0,eigen_value,8.217437302
888,10.0,iteration,7.06696857
889,10.0,vector_delta,0.00020812
890,10.0,eigen_value,9.214711227
891,10.0,iteration,7.081021738
892,10.0,vector_delta,0.000255129
893,10.0,eigen_value,9.238387232
894,10.0,iteration,7.048469689
895,10.0,vector_delta,0.000210505
896,10.0,eigen_value,9.229126257
897,10.0,iteration,7.02214531
898,10.0,vector_delta,0.000210134
899,10.0,eigen_value,8.215066081
