,K,alpha,k,accuracy,precision,recall,n
707,5.0,20.0,12.0,0.8416666666666667,0.8523214285714286,0.8398755411255412,600.0
708,5.0,20.0,13.0,0.8333333333333334,0.8454532967032966,0.8327326839826841,600.0
709,5.0,20.0,14.0,0.8166666666666667,0.8350370462870463,0.8145508658008659,600.0
710,5.0,20.0,15.0,0.8166666666666667,0.8296997446997446,0.8173917748917748,600.0
711,5.0,20.0,16.0,0.825,0.8412113621672445,0.8236417748917748,600.0
712,5.0,20.0,17.0,0.7916666666666666,0.807874347874348,0.7892099567099568,600.0
713,5.0,20.0,18.0,0.8,0.8181252815811639,0.7954599567099567,600.0
714,5.0,20.0,19.0,0.7833333333333333,0.8016493963552789,0.7808766233766233,600.0
715,5.0,20.0,20.0,0.7833333333333333,0.8020809092867918,0.779361471861472,600.0
716,5.0,20.0,21.0,0.7833333333333333,0.7944023378582202,0.7801190476190476,600.0
717,5.0,20.0,22.0,0.7583333333333333,0.770758547008547,0.7528463203463204,600.0
718,5.0,20.0,23.0,0.75,0.7573260073260074,0.7452705627705628,600.0
719,5.0,20.0,24.0,0.7583333333333333,0.7727106227106227,0.7543614718614718,600.0
720,5.0,20.0,1.0,0.8142857142857143,0.818858225108225,0.8163064713064714,700.0
721,5.0,20.0,2.0,0.8071428571428572,0.8166568669548546,0.8063064713064714,700.0
722,5.0,20.0,3.0,0.8071428571428572,0.8144271170006465,0.8078937728937727,700.0
723,5.0,20.0,4.0,0.8214285714285714,0.8214743589743589,0.8183638583638583,700.0
724,5.0,20.0,5.0,0.7928571428571428,0.8050828995565837,0.7914713064713065,700.0
725,5.0,20.0,6.0,0.8071428571428572,0.8208974358974359,0.8095604395604395,700.0
726,5.0,20.0,7.0,0.8142857142857143,0.8258704453441295,0.8177289377289376,700.0
727,5.0,20.0,8.0,0.8142857142857143,0.8208812755871581,0.8156654456654456,700.0
728,5.0,20.0,9.0,0.8071428571428572,0.8152629972366814,0.8107509157509156,700.0
729,5.0,20.0,10.0,0.8071428571428572,0.8126347921084763,0.8123382173382172,700.0
730,5.0,20.0,11.0,0.8071428571428572,0.8164346764346764,0.8128144078144077,700.0
731,5.0,20.0,12.0,0.8,0.8088274230069896,0.8044810744810744,700.0
732,5.0,20.0,13.0,0.7928571428571428,0.8040928515928517,0.7989255189255189,700.0
733,5.0,20.0,14.0,0.7785714285714286,0.7966310882100356,0.7840903540903541,700.0
734,5.0,20.0,15.0,0.7714285714285715,0.8032655502392345,0.7779731379731379,700.0
735,5.0,20.0,16.0,0.7642857142857142,0.7862824842855802,0.7698046398046399,700.0
736,5.0,20.0,17.0,0.7357142857142858,0.7630507358138937,0.7448840048840049,700.0
737,5.0,20.0,18.0,0.7428571428571429,0.7669266354560472,0.751001221001221,700.0
738,5.0,20.0,19.0,0.7428571428571429,0.7752625152625152,0.751001221001221,700.0
739,5.0,20.0,20.0,0.7428571428571429,0.7692429208218682,0.7482234432234433,700.0
740,5.0,20.0,21.0,0.7428571428571429,0.757092352092352,0.7475824175824176,700.0
741,5.0,20.0,22.0,0.75,0.7772963878227036,0.7559157509157509,700.0
742,5.0,20.0,23.0,0.7428571428571429,0.7576256423315247,0.7482234432234433,700.0
743,5.0,20.0,24.0,0.7357142857142858,0.7434126984126983,0.7405311355311356,700.0
744,5.0,20.0,1.0,0.85,0.8584830528948176,0.8444139194139193,700.0
745,5.0,20.0,2.0,0.8428571428571429,0.8512601214574899,0.8371945701357466,700.0
746,5.0,20.0,3.0,0.8571428571428571,0.8593363336010394,0.8518648998060762,700.0
747,5.0,20.0,4.0,0.8785714285714286,0.8848726930963775,0.8753415212238742,700.0
748,5.0,20.0,5.0,0.85,0.8530709486591839,0.8459825468648997,700.0
749,5.0,20.0,6.0,0.8857142857142857,0.887268858592388,0.8823195432018961,700.0
750,5.0,20.0,7.0,0.8714285714285714,0.8769904875825928,0.8669349278172807,700.0
751,5.0,20.0,8.0,0.8928571428571429,0.8949056825527414,0.8871762551174317,700.0
752,5.0,20.0,9.0,0.8928571428571429,0.8929531742767038,0.8872678302090066,700.0
753,5.0,20.0,10.0,0.8928571428571429,0.89625,0.8890777849601379,700.0
754,5.0,20.0,11.0,0.8571428571428571,0.8606819895790483,0.852099762982116,700.0
755,5.0,20.0,12.0,0.8714285714285714,0.8787194423223834,0.8681254040077568,700.0
756,5.0,20.0,13.0,0.8642857142857143,0.8696285332314744,0.8597920706744236,700.0
757,5.0,20.0,14.0,0.8928571428571429,0.9055088422928981,0.890103425985779,700.0
758,5.0,20.0,15.0,0.8571428571428571,0.8653615991851286,0.8540012928248222,700.0
759,5.0,20.0,16.0,0.8357142857142857,0.8487804026039321,0.8308327946563241,700.0
760,5.0,20.0,17.0,0.8428571428571429,0.8623385111620406,0.8385251023486318,700.0
761,5.0,20.0,18.0,0.8428571428571429,0.8666350479585774,0.8397856065503124,700.0
762,5.0,20.0,19.0,0.8357142857142857,0.8572637029293375,0.8308327946563241,700.0
763,5.0,20.0,20.0,0.8357142857142857,0.8514700521356866,0.8308327946563241,700.0
764,5.0,20.0,21.0,0.8428571428571429,0.8578858422279474,0.8385251023486318,700.0
765,5.0,20.0,22.0,0.8285714285714286,0.8480294486215538,0.8259760827407886,700.0
766,5.0,20.0,23.0,0.8214285714285714,0.8418389724310776,0.8182837750484809,700.0
767,5.0,20.0,24.0,0.8285714285714286,0.8515276171197224,0.8259760827407886,700.0
768,5.0,20.0,1.0,0.8428571428571429,0.852373949579832,0.8430305968541264,700.0
769,5.0,20.0,2.0,0.8071428571428572,0.809817143640673,0.8029971988795518,700.0
770,5.0,20.0,3.0,0.8357142857142857,0.8431947734927612,0.834151045033398,700.0
771,5.0,20.0,4.0,0.8285714285714286,0.8330295195001078,0.8270997629821158,700.0
772,5.0,20.0,5.0,0.8071428571428572,0.8091798642533936,0.8063822452057746,700.0
773,5.0,20.0,6.0,0.8214285714285714,0.8209539969834087,0.8212174100409394,700.0
774,5.0,20.0,7.0,0.8071428571428572,0.8101392724922135,0.8081189398836457,700.0
775,5.0,20.0,8.0,0.8071428571428572,0.8149423860453272,0.80747791424262,700.0
776,5.0,20.0,9.0,0.7928571428571428,0.804392850441612,0.7941445809092869,700.0
777,5.0,20.0,10.0,0.7857142857142857,0.7902168419815478,0.7872365869424693,700.0
778,5.0,20.0,11.0,0.7928571428571428,0.793476915241621,0.7935951303598363,700.0
779,5.0,20.0,12.0,0.8,0.8065473170620228,0.8019284636931696,700.0
780,5.0,20.0,13.0,0.7857142857142857,0.7955349109954373,0.7870932988580048,700.0
781,5.0,20.0,14.0,0.7785714285714286,0.7896159469185785,0.779400991165697,700.0
782,5.0,20.0,15.0,0.7714285714285715,0.7822205353126406,0.7717086834733894,700.0
783,5.0,20.0,16.0,0.7785714285714286,0.7891932603000715,0.7812109459168284,700.0
784,5.0,20.0,17.0,0.7714285714285715,0.7835163228584282,0.7753285929756519,700.0
785,5.0,20.0,18.0,0.7714285714285715,0.7835163228584282,0.7753285929756519,700.0
786,5.0,20.0,19.0,0.7928571428571428,0.7963802399870512,0.7960461107519932,700.0
787,5.0,20.0,20.0,0.7714285714285715,0.7840804783451842,0.7753285929756519,700.0
788,5.0,20.0,21.0,0.7642857142857142,0.7718825910931175,0.7694462400344754,700.0
789,5.0,20.0,22.0,0.7785714285714286,0.7821299288946348,0.782471450118509,700.0
790,5.0,20.0,23.0,0.7714285714285715,0.7777035537561854,0.7765890971773326,700.0
791,5.0,20.0,24.0,0.7714285714285715,0.780429599640126,0.7765890971773326,700.0
792,5.0,20.0,1.0,0.8642857142857143,0.868235294117647,0.8598868778280544,700.0
793,5.0,20.0,2.0,0.8428571428571429,0.8505190504295363,0.8398868778280544,700.0
794,5.0,20.0,3.0,0.8357142857142857,0.8322104611075198,0.8338612368024132,700.0
795,5.0,20.0,4.0,0.8285714285714286,0.828398856045915,0.8290045248868777,700.0
796,5.0,20.0,5.0,0.8214285714285714,0.821105512134924,0.819260935143288,700.0
797,5.0,20.0,6.0,0.8357142857142857,0.8338957855869621,0.8348868778280544,700.0
798,5.0,20.0,7.0,0.8142857142857143,0.813942716640085,0.8107843137254902,700.0
799,5.0,20.0,8.0,0.8428571428571429,0.8400196617108382,0.842579185520362,700.0
800,5.0,20.0,9.0,0.85,0.8512650339856223,0.8482202111613877,700.0
801,5.0,20.0,10.0,0.85,0.8536865503777269,0.8492458521870286,700.0
802,5.0,20.0,11.0,0.8428571428571429,0.8460093582887701,0.841553544494721,700.0
803,5.0,20.0,12.0,0.8285714285714286,0.8289464212258331,0.8271945701357465,700.0
804,5.0,20.0,13.0,0.8285714285714286,0.8278641701435818,0.8271945701357465,700.0
805,5.0,20.0,14.0,0.8142857142857143,0.817691483353248,0.8128355957767722,700.0
806,5.0,20.0,15.0,0.8071428571428572,0.8102519732589393,0.804502262443439,700.0
807,5.0,20.0,16.0,0.8214285714285714,0.8248914565826331,0.8188612368024133,700.0
808,5.0,20.0,17.0,0.8142857142857143,0.8146772426919485,0.8111689291101054,700.0
809,5.0,20.0,18.0,0.8071428571428572,0.8099089829159489,0.803476621417798,700.0
810,5.0,20.0,19.0,0.8071428571428572,0.8179916896828662,0.803476621417798,700.0
811,5.0,20.0,20.0,0.8071428571428572,0.8179916896828662,0.803476621417798,700.0
812,5.0,20.0,21.0,0.8,0.8102993819905585,0.7957843137254902,700.0
813,5.0,20.0,22.0,0.7928571428571428,0.7975204942116706,0.7880920060331825,700.0
814,5.0,20.0,23.0,0.7714285714285715,0.7834942426854191,0.7660407239819005,700.0
815,5.0,20.0,24.0,0.7714285714285715,0.7759850851762616,0.7660407239819005,700.0
816,5.0,20.0,1.0,0.8142857142857143,0.8275177763413059,0.8123321123321123,700.0
817,5.0,20.0,2.0,0.8428571428571429,0.8608388618605337,0.8397130647130646,700.0
818,5.0,20.0,3.0,0.8214285714285714,0.8336194945405472,0.8199511599511599,700.0
819,5.0,20.0,4.0,0.8642857142857143,0.8727574712868831,0.8623321123321123,700.0
820,5.0,20.0,5.0,0.8285714285714286,0.8513503734827264,0.8282051282051281,700.0
821,5.0,20.0,6.0,0.8357142857142857,0.8523932195255725,0.8353479853479854,700.0
822,5.0,20.0,7.0,0.8285714285714286,0.8527503716090672,0.8276556776556776,700.0
823,5.0,20.0,8.0,0.8214285714285714,0.8414413364413365,0.8197985347985348,700.0
824,5.0,20.0,9.0,0.8285714285714286,0.8495629370629372,0.8292307692307693,700.0
825,5.0,20.0,10.0,0.8285714285714286,0.848845598845599,0.8297802197802199,700.0
826,5.0,20.0,11.0,0.8214285714285714,0.8439051226551226,0.822087912087912,700.0
827,5.0,20.0,12.0,0.8142857142857143,0.8320604395604396,0.8138461538461538,700.0
828,5.0,20.0,13.0,0.8071428571428572,0.8300106837606839,0.8060622710622711,700.0
829,5.0,20.0,14.0,0.8,0.8188748506395566,0.7999572649572649,700.0
830,5.0,20.0,15.0,0.7928571428571428,0.8159829059829061,0.7928144078144078,700.0
831,5.0,20.0,16.0,0.8071428571428572,0.8265745365745367,0.8082905982905982,700.0
832,5.0,20.0,17.0,0.8,0.8238913863913865,0.8011477411477411,700.0
833,5.0,20.0,18.0,0.7857142857142857,0.8065934065934066,0.7872588522588523,700.0
834,5.0,20.0,19.0,0.7928571428571428,0.8198473748473749,0.7928144078144078,700.0
835,5.0,20.0,20.0,0.7857142857142857,0.8113217338217339,0.7888461538461538,700.0
836,5.0,20.0,21.0,0.7928571428571428,0.8207600732600733,0.7944017094017094,700.0
837,5.0,20.0,22.0,0.7928571428571428,0.8248656898656899,0.7944017094017094,700.0
838,5.0,20.0,23.0,0.7857142857142857,0.817197271327706,0.7872588522588523,700.0
839,5.0,20.0,24.0,0.8,0.8284284917980571,0.8015445665445666,700.0
840,5.0,20.0,1.0,0.8625,0.8658643261623139,0.8625439210772028,800.0
841,5.0,20.0,2.0,0.83125,0.8389880952380953,0.8278864440513047,800.0
842,5.0,20.0,3.0,0.8625,0.8741615681360262,0.8619090004422821,800.0
843,5.0,20.0,4.0,0.825,0.8284617038448309,0.8203269202417809,800.0
844,5.0,20.0,5.0,0.81875,0.825620286576169,0.8165758145363409,800.0
845,5.0,20.0,6.0,0.84375,0.8465984673221516,0.8396021303258145,800.0
846,5.0,20.0,7.0,0.83125,0.8420337608727702,0.8288732861565679,800.0
847,5.0,20.0,8.0,0.8375,0.8503968253968253,0.8342794486215539,800.0
848,5.0,20.0,9.0,0.84375,0.8466066681856155,0.838923411469851,800.0
849,5.0,20.0,10.0,0.8375,0.8407767748247623,0.8336602535751144,800.0
850,5.0,20.0,11.0,0.825,0.8324535771246298,0.8218546980195587,800.0
851,5.0,20.0,12.0,0.825,0.8358995974785447,0.8213627819548872,800.0
852,5.0,20.0,13.0,0.8125,0.8216571732361204,0.8098496240601504,800.0
853,5.0,20.0,14.0,0.81875,0.8317084304584303,0.8160996240601504,800.0
854,5.0,20.0,15.0,0.8125,0.8265167580957054,0.8112531328320802,800.0
855,5.0,20.0,16.0,0.8125,0.8246812664459723,0.8122399749373432,800.0
856,5.0,20.0,17.0,0.81875,0.8326262626262626,0.8189066416040098,800.0
857,5.0,20.0,18.0,0.80625,0.8195216328144717,0.80656015037594,800.0
858,5.0,20.0,19.0,0.80625,0.8377140733662471,0.8083803258145362,800.0
859,5.0,20.0,20.0,0.8,0.8269082125603864,0.801296992481203,800.0
860,5.0,20.0,21.0,0.8,0.8200658761528328,0.7998934837092733,800.0
861,5.0,20.0,22.0,0.8,0.8186724888383926,0.8010045948203842,800.0
862,5.0,20.0,23.0,0.7875,0.813001294408617,0.787795530492899,800.0
863,5.0,20.0,24.0,0.78125,0.8082393896467123,0.7829490392648287,800.0
864,5.0,20.0,1.0,0.8875,0.8909892378003834,0.8843172268907562,800.0
865,5.0,20.0,2.0,0.89375,0.9031848852901485,0.8914600840336135,800.0
866,5.0,20.0,3.0,0.8875,0.8940780873753009,0.8861374023293529,800.0
867,5.0,20.0,4.0,0.8875,0.8921681655118189,0.8876004349108065,800.0
868,5.0,20.0,5.0,0.8625,0.8716124871001032,0.864157452454666,800.0
869,5.0,20.0,6.0,0.875,0.8799290505675955,0.8760872770160695,800.0
870,5.0,20.0,7.0,0.8875,0.8963743918620078,0.8895291537667699,800.0
871,5.0,20.0,8.0,0.85625,0.8656605975723621,0.8569696299572461,800.0
872,5.0,20.0,9.0,0.8375,0.8419864612511672,0.8387407857879994,800.0
873,5.0,20.0,10.0,0.825,0.8304165605636193,0.8252539436827362,800.0
874,5.0,20.0,11.0,0.84375,0.8500666352910935,0.843111086539879,800.0
875,5.0,20.0,12.0,0.8375,0.8409652194211017,0.8364444198732123,800.0
876,5.0,20.0,13.0,0.825,0.8287429971988794,0.824514595311809,800.0
877,5.0,20.0,14.0,0.84375,0.8486061307113939,0.8422777532065456,800.0
878,5.0,20.0,15.0,0.85,0.8571241830065357,0.849361086539879,800.0
879,5.0,20.0,16.0,0.85,0.8585813515689675,0.8489444198732123,800.0
880,5.0,20.0,17.0,0.85625,0.8673725603601765,0.8556110865398789,800.0
881,5.0,20.0,18.0,0.8625,0.8743158376711009,0.8622777532065455,800.0
882,5.0,20.0,19.0,0.8625,0.8743158376711009,0.8622777532065455,800.0
883,5.0,20.0,20.0,0.8625,0.8743158376711009,0.8622777532065455,800.0
884,5.0,20.0,21.0,0.8625,0.8743990001226842,0.863264595311809,800.0
885,5.0,20.0,22.0,0.8625,0.8721459899749373,0.8622777532065455,800.0
886,5.0,20.0,23.0,0.84375,0.8604968805704099,0.845501437417072,800.0
887,5.0,20.0,24.0,0.85,0.8651585134141669,0.8518109612265959,800.0
888,5.0,20.0,1.0,0.89375,0.8981924409439888,0.8919141604010026,800.0
889,5.0,20.0,2.0,0.875,0.8777886002886003,0.8712249373433583,800.0
890,5.0,20.0,3.0,0.86875,0.8788383838383836,0.8653425844021818,800.0
891,5.0,20.0,4.0,0.85,0.8592841635862231,0.8463784461152883,800.0
892,5.0,20.0,5.0,0.86875,0.8727895131184604,0.8667460931741118,800.0
893,5.0,20.0,6.0,0.875,0.8813351560719982,0.8722117794486216,800.0
894,5.0,20.0,7.0,0.8625,0.8706517489218728,0.860281954887218,800.0
895,5.0,20.0,8.0,0.86875,0.8790541037909458,0.8674248120300753,800.0
896,5.0,20.0,9.0,0.86875,0.8849569995222168,0.8688283208020049,800.0
897,5.0,20.0,10.0,0.8625,0.8802838827838828,0.8630545112781955,800.0
898,5.0,20.0,11.0,0.8625,0.8776648351648351,0.8620676691729324,800.0
899,5.0,20.0,12.0,0.8625,0.8720655637717153,0.8615914786967419,800.0
900,5.0,20.0,13.0,0.85625,0.8680724692329551,0.8572211779448622,800.0
901,5.0,20.0,14.0,0.8625,0.8752631788501354,0.8638878446115289,800.0
902,5.0,20.0,15.0,0.85625,0.8682625040863027,0.8572211779448622,800.0
903,5.0,20.0,16.0,0.84375,0.8604939668174962,0.8443045112781956,800.0
904,5.0,20.0,17.0,0.81875,0.8292788094818988,0.8188388250036857,800.0
905,5.0,20.0,18.0,0.8375,0.8490569628954674,0.8371616541353383,800.0
906,5.0,20.0,19.0,0.825,0.8350450937950937,0.8246126345274952,800.0
907,5.0,20.0,20.0,0.83125,0.8432395382395382,0.8323746867167919,800.0
908,5.0,20.0,21.0,0.8125,0.8193814699792963,0.8135756671089489,800.0
909,5.0,20.0,22.0,0.83125,0.8401536986405407,0.8313878446115289,800.0
910,5.0,20.0,23.0,0.81875,0.8294868366927192,0.817375792422232,800.0
911,5.0,20.0,24.0,0.8125,0.8242694805194806,0.8130994766327582,800.0
912,5.0,20.0,1.0,0.88125,0.8835560436295731,0.8770092510688485,800.0
913,5.0,20.0,2.0,0.85625,0.8691508654743949,0.8502235367831343,800.0
914,5.0,20.0,3.0,0.8625,0.8680265567765568,0.8582592510688485,800.0
915,5.0,20.0,4.0,0.8625,0.863806485911749,0.8590925844021818,800.0
916,5.0,20.0,5.0,0.85,0.8508383798863676,0.8457592510688485,800.0
917,5.0,20.0,6.0,0.85,0.8567765567765567,0.8461759177355151,800.0
918,5.0,20.0,7.0,0.84375,0.8458104395604396,0.8395092510688485,800.0
919,5.0,20.0,8.0,0.84375,0.8420628494312705,0.8403425844021818,800.0
920,5.0,20.0,9.0,0.84375,0.8420628494312705,0.8403425844021818,800.0
921,5.0,20.0,10.0,0.83125,0.8283677944862156,0.8278425844021818,800.0
922,5.0,20.0,11.0,0.8375,0.8385326296510506,0.8340925844021818,800.0
923,5.0,20.0,12.0,0.825,0.8279611668001762,0.8206997272593248,800.0
924,5.0,20.0,13.0,0.825,0.8278191970568131,0.8202830605926582,800.0
925,5.0,20.0,14.0,0.825,0.8278191970568131,0.8202830605926582,800.0
926,5.0,20.0,15.0,0.825,0.8278191970568131,0.8202830605926582,800.0
927,5.0,20.0,16.0,0.825,0.8278191970568131,0.8202830605926582,800.0
928,5.0,20.0,17.0,0.8125,0.8175438106784856,0.8073663939259914,800.0
929,5.0,20.0,18.0,0.81875,0.8223677857230488,0.8140330605926582,800.0
930,5.0,20.0,19.0,0.8125,0.8175438106784856,0.8073663939259914,800.0
931,5.0,20.0,20.0,0.8,0.8086802232854865,0.7944497272593247,800.0
932,5.0,20.0,21.0,0.8,0.8036802232854864,0.7948663939259915,800.0
933,5.0,20.0,22.0,0.8125,0.8188270084748414,0.8077830605926583,800.0
934,5.0,20.0,23.0,0.7875,0.7919670388091442,0.7818411838419579,800.0
935,5.0,20.0,24.0,0.79375,0.799561770358984,0.7899113592805544,800.0
936,5.0,20.0,1.0,0.85,0.8568937048503612,0.8466666666666667,800.0
937,5.0,20.0,2.0,0.84375,0.8464349376114082,0.8387499999999999,800.0
938,5.0,20.0,3.0,0.8625,0.8654211169807144,0.8575000000000002,800.0
939,5.0,20.0,4.0,0.89375,0.8966006645573209,0.8899999999999999,800.0
940,5.0,20.0,5.0,0.8875,0.8877527151211361,0.8841666666666667,800.0
941,5.0,20.0,6.0,0.89375,0.8970987612318881,0.8899999999999999,800.0
942,5.0,20.0,7.0,0.89375,0.8970987612318881,0.8899999999999999,800.0
943,5.0,20.0,8.0,0.875,0.8841811873197323,0.8704166666666666,800.0
944,5.0,20.0,9.0,0.86875,0.8845562057481562,0.8645833333333334,800.0
945,5.0,20.0,10.0,0.8625,0.879084069525246,0.8579166666666668,800.0
946,5.0,20.0,11.0,0.86875,0.8843974755894262,0.8645833333333333,800.0
947,5.0,20.0,12.0,0.86875,0.883957336523126,0.8658333333333333,800.0
948,5.0,20.0,13.0,0.85,0.8813639490884071,0.8470833333333333,800.0
949,5.0,20.0,14.0,0.85,0.8665320386527815,0.8462500000000001,800.0
950,5.0,20.0,15.0,0.85625,0.8756608265315696,0.8529166666666667,800.0
951,5.0,20.0,16.0,0.84375,0.8620377350024677,0.8395833333333333,800.0
952,5.0,20.0,17.0,0.84375,0.8620377350024677,0.8395833333333333,800.0
953,5.0,20.0,18.0,0.84375,0.855121610845295,0.8387499999999999,800.0
954,5.0,20.0,19.0,0.8375,0.8499681020733652,0.8320833333333333,800.0
955,5.0,20.0,20.0,0.83125,0.8434981684981684,0.8270833333333334,800.0
956,5.0,20.0,21.0,0.825,0.8411260308319133,0.8204166666666668,800.0
957,5.0,20.0,22.0,0.8375,0.8469850106034317,0.8333333333333334,800.0
958,5.0,20.0,23.0,0.81875,0.8425717033224773,0.8145833333333334,800.0
959,5.0,20.0,24.0,0.81875,0.8425717033224773,0.8145833333333334,800.0
960,5.0,20.0,1.0,0.8555555555555555,0.8562229102167181,0.8550088456435205,900.0
961,5.0,20.0,2.0,0.8111111111111111,0.8170536664842762,0.8082295198781267,900.0
962,5.0,20.0,3.0,0.8611111111111112,0.8661396472464584,0.860639650597081,900.0
963,5.0,20.0,4.0,0.85,0.853091049817056,0.8478128532114602,900.0
964,5.0,20.0,5.0,0.8388888888888889,0.8408680695771824,0.8389834881320949,900.0
965,5.0,20.0,6.0,0.8666666666666667,0.8762808089743075,0.8661952061526366,900.0
966,5.0,20.0,7.0,0.8666666666666667,0.8705569026776457,0.8668488009238784,900.0
967,5.0,20.0,8.0,0.8611111111111112,0.8730124544096816,0.8624545432207972,900.0
968,5.0,20.0,9.0,0.8555555555555555,0.8663878045497375,0.8562045432207972,900.0
969,5.0,20.0,10.0,0.8444444444444444,0.8526388888888888,0.8450934321096859,900.0
970,5.0,20.0,11.0,0.8611111111111112,0.8709608580274215,0.8611000540567104,900.0
971,5.0,20.0,12.0,0.8555555555555555,0.8621533235426424,0.8565313406064181,900.0
972,5.0,20.0,13.0,0.8555555555555555,0.8634195906432749,0.8562045432207972,900.0
973,5.0,20.0,14.0,0.8333333333333334,0.8427038809144072,0.8326342817828886,900.0
974,5.0,20.0,15.0,0.8277777777777777,0.8363159413685729,0.8275047299621603,900.0
975,5.0,20.0,16.0,0.8166666666666667,0.8277287040444936,0.8164928252002556,900.0
976,5.0,20.0,17.0,0.8277777777777777,0.8399175093911936,0.8275047299621603,900.0
977,5.0,20.0,18.0,0.8055555555555556,0.8176592121328964,0.8043604722590791,900.0
978,5.0,20.0,19.0,0.8111111111111111,0.8245415695415697,0.8106104722590791,900.0
979,5.0,20.0,20.0,0.8166666666666667,0.8298351940457204,0.8164928252002556,900.0
980,5.0,20.0,21.0,0.8055555555555556,0.8208160552897394,0.8054809204383508,900.0
981,5.0,20.0,22.0,0.8111111111111111,0.8224840484592807,0.8124253648827953,900.0
982,5.0,20.0,23.0,0.8166666666666667,0.8256059265811588,0.8168196225858765,900.0
983,5.0,20.0,24.0,0.7944444444444444,0.8064441041414726,0.7951477959604895,900.0
984,5.0,20.0,1.0,0.8777777777777778,0.8821891472820267,0.8746002874834143,900.0
985,5.0,20.0,2.0,0.8777777777777778,0.8840205627705628,0.8756967787114845,900.0
986,5.0,20.0,3.0,0.8833333333333333,0.8862938596491228,0.883295985060691,900.0
987,5.0,20.0,4.0,0.8944444444444445,0.897766290726817,0.8928197945845004,900.0
988,5.0,20.0,5.0,0.8833333333333333,0.8851933141677725,0.8832615853358888,900.0
989,5.0,20.0,6.0,0.8611111111111112,0.8647320842212484,0.8606373163300409,900.0
990,5.0,20.0,7.0,0.85,0.8542377724614566,0.8506466533982013,900.0
991,5.0,20.0,8.0,0.8388888888888889,0.8436497493734336,0.838047447048995,900.0
992,5.0,20.0,9.0,0.8555555555555555,0.8581481749244908,0.854952208953757,900.0
993,5.0,20.0,10.0,0.85,0.8514114441629921,0.8481466533982015,900.0
994,5.0,20.0,11.0,0.8388888888888889,0.8398544266191325,0.8364706496633743,900.0
995,5.0,20.0,12.0,0.8388888888888889,0.841345654689308,0.8369375030714041,900.0
996,5.0,20.0,13.0,0.8111111111111111,0.8132091592617909,0.8086940390191165,900.0
997,5.0,20.0,14.0,0.85,0.8511737677527151,0.8480486141825152,900.0
998,5.0,20.0,15.0,0.8222222222222222,0.8280755501808134,0.8204108924271463,900.0
999,5.0,20.0,16.0,0.8333333333333334,0.8419128549469107,0.8330988009238783,900.0
1000,5.0,20.0,17.0,0.8444444444444444,0.8550610706802658,0.8441107056857831,900.0
1001,5.0,20.0,18.0,0.8444444444444444,0.8547135832004253,0.8441107056857831,900.0
1002,5.0,20.0,19.0,0.8388888888888889,0.8499189261031367,0.8374930586269596,900.0
1003,5.0,20.0,20.0,0.8388888888888889,0.8443757412178465,0.8389811538650548,900.0
1004,5.0,20.0,21.0,0.8388888888888889,0.8446597846597846,0.8389811538650548,900.0
1005,5.0,20.0,22.0,0.8333333333333334,0.8410211426000899,0.8330988009238783,900.0
1006,5.0,20.0,23.0,0.8388888888888889,0.8479310591967074,0.838327559093813,900.0
1007,5.0,20.0,24.0,0.8222222222222222,0.8327510228139519,0.8209664479827019,900.0
1008,5.0,20.0,1.0,0.8666666666666667,0.862920843776107,0.8630496137849079,900.0
1009,5.0,20.0,2.0,0.8388888888888889,0.8379238632211778,0.833596999405823,900.0
1010,5.0,20.0,3.0,0.8444444444444444,0.8445485130811218,0.8404597445038622,900.0
1011,5.0,20.0,4.0,0.8444444444444444,0.846884217004186,0.8401329471182413,900.0
1012,5.0,20.0,5.0,0.8888888888888888,0.8906244778613199,0.8858957219251338,900.0
1013,5.0,20.0,6.0,0.8333333333333334,0.8360218071402283,0.8313279857397504,900.0
1014,5.0,20.0,7.0,0.8611111111111112,0.8654390054390054,0.8591169043374925,900.0
1015,5.0,20.0,8.0,0.8388888888888889,0.8433925903817544,0.8389148841354723,900.0
1016,5.0,20.0,9.0,0.8333333333333334,0.8479682097564719,0.8316547831253713,900.0
1017,5.0,20.0,10.0,0.8222222222222222,0.8329763796911125,0.8202168746286393,900.0
1018,5.0,20.0,11.0,0.8555555555555555,0.8630354737468752,0.8545306001188354,900.0
1019,5.0,20.0,12.0,0.8333333333333334,0.8390982104410897,0.8329916815210933,900.0
1020,5.0,20.0,13.0,0.8444444444444444,0.849864937693885,0.8434194890077243,900.0
1021,5.0,20.0,14.0,0.8444444444444444,0.8489192592752964,0.8427250445632799,900.0
1022,5.0,20.0,15.0,0.85,0.8554865967365968,0.8486073975044564,900.0
1023,5.0,20.0,16.0,0.8555555555555555,0.8599602809471231,0.853152852049911,900.0
1024,5.0,20.0,17.0,0.85,0.8528636933242195,0.8472704991087345,900.0
1025,5.0,20.0,18.0,0.8444444444444444,0.8473087022757234,0.841388146167558,900.0
1026,5.0,20.0,19.0,0.8388888888888889,0.8406299462491413,0.8358325906120024,900.0
1027,5.0,20.0,20.0,0.8388888888888889,0.8422056379293222,0.8358325906120024,900.0
1028,5.0,20.0,21.0,0.8388888888888889,0.8422056379293222,0.8358325906120024,900.0
1029,5.0,20.0,22.0,0.8333333333333334,0.8334627859240861,0.8299502376708258,900.0
1030,5.0,20.0,23.0,0.8277777777777777,0.8282976672450356,0.8254047831253715,900.0
1031,5.0,20.0,24.0,0.8222222222222222,0.8218401395645977,0.8208593285799168,900.0
